timestamp;x (in microteslas);y (in microteslas);z (in microteslas)
1600601970.493477;103.426849;143.752075;-420.594604
1600601970.513436;103.501419;143.761795;-420.809265
1600601970.533394;102.793701;143.519119;-420.469421
1600601970.553353;103.367462;144.102615;-420.717468
1600601970.573311;104.759521;143.904755;-420.225250
1600601970.593270;103.483093;143.732529;-420.011841
1600601970.613228;104.350784;143.674866;-419.863953
1600601970.633187;104.217209;143.431732;-419.763916
1600601970.653145;104.270721;143.618240;-419.777252
1600601970.673104;104.913208;143.852127;-420.062744
1600601970.693062;104.334717;143.643265;-420.066162
1600601970.713051;104.195282;143.758331;-420.036011
1600601970.733040;105.123123;144.135681;-420.282104
1600601970.753029;105.134521;144.194427;-420.084076
1600601970.773018;105.157959;144.256363;-420.263123
1600601970.792977;105.107498;143.761581;-419.848572
1600601970.812935;104.675140;143.554077;-419.851868
1600601970.832894;104.717621;143.773239;-419.770264
1600601970.852852;104.958847;143.699753;-419.866577
1600601970.872811;105.241486;144.089844;-420.326324
1600601970.892769;104.641296;143.856293;-420.209534
1600601970.912728;104.998184;143.881668;-420.182068
1600601970.932686;104.682831;143.882126;-420.192383
1600601970.952645;104.839050;143.676514;-420.159607
1600601970.972603;105.138702;143.895248;-420.244385
1600601970.992592;105.056747;143.863770;-420.212494
1600601971.012551;105.004440;143.858658;-420.468292
1600601971.032509;104.767441;143.641846;-420.691742
1600601971.052498;105.093948;143.954956;-421.063843
1600601971.072436;105.587769;143.937866;-420.768860
1600601971.092425;105.101501;144.071503;-420.748779
1600601971.112414;105.028839;144.123886;-420.758606
1600601971.132373;104.569229;144.044983;-420.764526
1600601971.152331;105.068619;144.107178;-420.398010
1600601971.172290;105.396347;143.945953;-420.656494
1600601971.192248;105.934860;143.960861;-420.299286
1600601971.212237;105.404617;143.680969;-420.339294
1600601971.232196;104.556122;143.722946;-420.140381
1600601971.252154;104.643097;143.473969;-419.887329
1600601971.272113;104.966019;143.369446;-420.075745
1600601971.292071;105.538727;143.516068;-420.096619
1600601971.312030;104.410294;143.413147;-420.188416
1600601971.331988;104.112106;143.002090;-419.535370
1600601971.351947;104.043549;142.883362;-419.482117
1600601971.371905;104.731323;142.611420;-419.408997
1600601971.391864;104.508682;142.423981;-419.427429
1600601971.411822;103.512680;142.548859;-419.059998
1600601971.431781;103.507401;142.268051;-418.956482
1600601971.451739;103.567337;142.172806;-419.313141
1600601971.471698;103.898193;142.316483;-419.237427
1600601971.491656;104.103607;142.295212;-419.254639
1600601971.511615;103.208023;142.080917;-418.724243
1600601971.531573;103.077042;141.915482;-418.362183
1600601971.551532;102.808914;141.734634;-418.207764
1600601971.571521;103.007111;141.830643;-418.224976
1600601971.591479;102.957733;141.692993;-418.159058
1600601971.611438;102.749542;141.414352;-417.959595
1600601971.631396;102.215775;141.427124;-417.870209
1600601971.651385;102.236740;141.423752;-417.883484
1600601971.671344;103.350357;141.811981;-418.163971
1600601971.691302;102.807297;141.598251;-417.934875
1600601971.711261;102.419312;141.709335;-417.688324
1600601971.731219;102.550613;141.512726;-417.770996
1600601971.751178;101.915787;141.586792;-418.286011
1600601971.771136;103.286057;141.725235;-418.262451
1600601971.791095;103.071396;141.752182;-418.129944
1600601971.811053;102.271347;141.664291;-418.249573
1600601971.831012;101.898911;141.720734;-418.442352
1600601971.850970;102.027695;141.921158;-418.321411
1600601971.870929;102.091187;141.968704;-418.615234
1600601971.890918;103.417374;142.113129;-418.547424
1600601971.910907;102.556747;142.483276;-418.429871
1600601971.930865;103.039780;142.166290;-418.368713
1600601971.950824;103.522949;142.106339;-418.190399
1600601971.970782;102.591461;142.559052;-418.345337
1600601971.990741;104.374100;142.689651;-418.289368
1600601972.010669;103.634109;142.531601;-418.263153
1600601972.030627;103.544434;142.615646;-418.151550
1600601972.050586;103.713013;142.778412;-418.266602
1600601972.070482;103.633621;142.806183;-418.370148
1600601972.090410;104.532913;143.010284;-418.128540
1600601972.110399;103.683670;142.910934;-418.409668
1600601972.130357;102.952911;142.575714;-417.963562
1600601972.150316;104.088852;142.734787;-417.772644
1600601972.170274;103.589401;142.729538;-417.613312
1600601972.190233;103.815674;143.140411;-417.762756
1600601972.210161;103.772171;143.082123;-417.958313
1600601972.230119;103.285370;143.034332;-418.224670
1600601972.250078;103.559875;143.005005;-418.117798
1600601972.270036;103.297821;142.866577;-417.919617
1600601972.289995;104.252548;142.826187;-417.934021
1600601972.309953;103.319794;142.435043;-417.099487
1600601972.329912;103.120880;142.612610;-417.384186
1600601972.349870;103.512558;142.933731;-417.479218
1600601972.369829;103.997467;143.040344;-417.371826
1600601972.389787;104.637253;143.340912;-417.899353
1600601972.409746;103.751083;143.514786;-417.737366
1600601972.429704;104.360413;143.634323;-417.824860
1600601972.449663;104.243790;143.721848;-417.421112
1600601972.469621;104.325500;143.716675;-417.706726
1600601972.489580;105.149551;143.989960;-417.884613
1600601972.509538;104.715607;143.874695;-417.934326
1600601972.529466;104.169601;144.075043;-417.705444
1600601972.549424;104.742477;144.043930;-417.897980
1600601972.569383;104.730713;144.000809;-418.154755
1600601972.589341;105.067413;144.101440;-418.297607
1600601972.609300;104.089432;144.001877;-418.422607
1600601972.629258;104.158234;144.222122;-418.514587
1600601972.649217;104.234024;144.341370;-419.004852
1600601972.669175;103.972046;144.470657;-418.895752
1600601972.689134;104.669754;144.473480;-419.035889
1600601972.709092;104.336060;144.134613;-418.891876
1600601972.729051;103.612030;143.993958;-418.996399
1600601972.749009;103.179840;144.124817;-419.053955
1600601972.768968;103.175262;143.868393;-419.388580
1600601972.788926;103.163971;143.864075;-419.209717
1600601972.808854;101.458893;143.635818;-418.973816
1600601972.828813;102.164001;143.461273;-418.516724
1600601972.848771;102.517197;143.085800;-418.421204
1600601972.868730;102.001923;142.929230;-417.896118
1600601972.888688;102.503494;142.598404;-417.433655
1600601972.908647;102.470337;142.613724;-417.514679
1600601972.928605;101.411972;142.556412;-417.213287
1600601972.948564;101.397324;142.673370;-417.251099
1600601972.968522;100.981705;142.383347;-417.177063
1600601972.988481;101.595505;142.355606;-417.686829
1600601973.008439;101.697037;142.616455;-417.709412
1600601973.028367;100.982300;142.354752;-417.546631
1600601973.048356;100.793335;142.038162;-417.036194
1600601973.068345;100.210251;142.047470;-416.703064
1600601973.088261;100.823914;141.940536;-416.583008
1600601973.108250;100.564331;141.715637;-416.637817
1600601973.128208;100.655823;141.771439;-416.305420
1600601973.148136;100.012436;141.714294;-416.220398
1600601973.168095;100.111008;141.730240;-416.293823
1600601973.188053;100.095810;141.958344;-416.626953
1600601973.208012;100.637955;141.906525;-415.979553
1600601973.227970;99.918442;141.695786;-416.127136
1600601973.247929;99.794510;141.909805;-416.344482
1600601973.267887;99.894028;142.101685;-415.819244
1600601973.287846;100.364197;142.051453;-416.396179
1600601973.307804;100.547501;142.248367;-416.269226
1600601973.327763;100.312073;142.015625;-416.269623
1600601973.347721;99.817703;142.172592;-416.570435
1600601973.367680;99.679230;142.359528;-416.416534
1600601973.387638;100.811188;142.584106;-416.731140
1600601973.407597;101.200775;142.533020;-416.226562
1600601973.427555;100.447067;142.530746;-416.165833
1600601973.447544;101.061508;142.584427;-415.992035
1600601973.467533;100.742050;142.364929;-416.398193
1600601973.487522;100.339737;142.700974;-416.482178
1600601973.507481;101.299316;143.020493;-416.478027
1600601973.527439;100.784042;143.288269;-416.593872
1600601973.547398;101.765656;143.067993;-416.729370
1600601973.567356;101.375381;143.287354;-416.317810
1600601973.587315;100.957504;143.065323;-416.846313
1600601973.607273;101.843353;143.165207;-416.299774
1600601973.627262;101.333038;143.193253;-416.550232
1600601973.647221;100.838089;143.447144;-416.878204
1600601973.667179;101.754074;143.518173;-417.353516
1600601973.687138;101.514572;144.103683;-417.824402
1600601973.707096;103.037964;144.196915;-417.789337
1600601973.727055;102.535522;144.300644;-417.540894
1600601973.747013;102.128143;144.305084;-417.304138
1600601973.766972;102.886826;144.319443;-417.329712
1600601973.786930;102.666245;144.729584;-417.372559
1600601973.806889;103.279892;144.928406;-417.721252
1600601973.826847;103.165100;144.883026;-417.882141
1600601973.846836;103.228683;145.492325;-418.063293
1600601973.866795;103.645554;145.729691;-418.470978
1600601973.886723;104.164993;145.903549;-418.349060
1600601973.906681;104.863617;146.001419;-418.185486
1600601973.926640;104.407166;145.826447;-418.207581
1600601973.946629;104.598221;146.383728;-418.127258
1600601973.966587;104.867661;146.148438;-418.170990
1600601973.986515;104.959305;146.375275;-418.316284
1600601974.006474;105.076599;146.677429;-418.428314
1600601974.026463;104.129608;146.450409;-418.565521
1600601974.046421;104.646698;146.441208;-418.626160
1600601974.066380;104.444107;146.517593;-418.287903
1600601974.086323;104.318573;146.106934;-418.800293
1600601974.106282;105.403336;146.315674;-418.783661
1600601974.126240;104.741440;146.164169;-418.852844
1600601974.146199;104.563065;146.173523;-418.605286
1600601974.166157;104.182831;146.197418;-418.716125
1600601974.186146;104.194427;145.942932;-418.636536
1600601974.206105;104.517105;145.961700;-418.547028
1600601974.226063;103.920395;145.847488;-418.692566
1600601974.246022;103.837357;145.701309;-418.123840
1600601974.265980;103.216461;145.388092;-417.592346
1600601974.285939;103.341675;145.130417;-417.135742
1600601974.305897;103.665802;145.104095;-417.150085
1600601974.325856;103.096359;144.804504;-417.335632
1600601974.345814;103.166016;144.547821;-417.441254
1600601974.365773;102.947098;144.857468;-417.726349
1600601974.385731;103.026993;144.741013;-417.957275
1600601974.405690;103.614532;144.896027;-417.850525
1600601974.425618;103.323807;144.886200;-417.367126
1600601974.445576;102.345840;144.829330;-416.708313
1600601974.465535;103.155197;144.504593;-416.813965
1600601974.485493;102.694412;144.401962;-416.880341
1600601974.505452;103.149033;144.508347;-416.593140
1600601974.525410;103.002243;144.172775;-417.015869
1600601974.545369;102.462128;144.245682;-417.009094
1600601974.565327;102.159317;144.268753;-417.094360
1600601974.585286;102.433167;144.494171;-416.831970
1600601974.605244;102.056793;144.383591;-417.083557
1600601974.625203;103.124680;144.507767;-417.217865
1600601974.645161;102.038696;144.183334;-416.886169
1600601974.665120;101.890656;144.100220;-417.161926
1600601974.685078;102.159637;144.104736;-417.087494
1600601974.705037;102.872040;144.274307;-417.300720
1600601974.724995;102.758820;144.305664;-417.406982
1600601974.744954;102.163971;144.132568;-417.156921
1600601974.764912;101.706482;144.081970;-417.049316
1600601974.784840;101.452332;143.875900;-416.845947
1600601974.804799;103.148575;144.118195;-417.255493
1600601974.824757;103.038651;144.190765;-417.016479
1600601974.844716;102.580948;144.225723;-417.322235
1600601974.864674;102.754364;144.115372;-417.093079
1600601974.884633;102.627472;144.179749;-417.225647
1600601974.904591;103.388748;144.584457;-417.220245
1600601974.924550;103.344955;144.352768;-416.951019
1600601974.944508;102.219513;143.919525;-416.790710
1600601974.964467;102.585709;143.877304;-416.509338
1600601974.984425;102.383377;143.961777;-416.423706
1600601975.004384;102.049164;144.118698;-416.756042
1600601975.024342;102.434341;144.169525;-417.041107
1600601975.044301;102.035110;144.328323;-417.730835
1600601975.064259;102.097092;144.514206;-418.040222
1600601975.084162;103.307800;144.460938;-417.728882
1600601975.104120;102.383438;144.526749;-417.790710
1600601975.124108;103.350235;144.262177;-417.308838
1600601975.144097;102.297379;144.131439;-417.149506
1600601975.164057;102.619644;144.335724;-417.079041
1600601975.184014;102.262756;144.385803;-417.591553
1600601975.203974;103.009201;144.580597;-417.997375
1600601975.223931;103.594116;144.976166;-417.781555
1600601975.243920;103.310883;144.993149;-417.776428
1600601975.263880;103.458145;144.912323;-417.866272
1600601975.283837;103.466110;145.014008;-417.892609
1600601975.303826;103.369156;145.040604;-417.791962
1600601975.323786;104.628723;145.477737;-418.238861
1600601975.343743;104.164185;145.569962;-418.165466
1600601975.363703;103.698639;145.272339;-418.194733
1600601975.383660;103.683350;145.233109;-418.219849
1600601975.403620;104.192413;145.467514;-418.333496
1600601975.423577;104.113007;145.801559;-418.423462
1600601975.443537;104.378433;145.665054;-418.485168
1600601975.463495;104.106003;145.531906;-418.166718
1600601975.483454;104.145401;145.703033;-418.343018
1600601975.503412;104.319336;145.621765;-417.923279
1600601975.523400;104.872986;145.635651;-418.093079
1600601975.543360;104.073090;145.431641;-417.844543
1600601975.563318;103.770203;145.381317;-417.786194
1600601975.583277;103.899582;145.303436;-418.117859
1600601975.603235;103.687286;145.668198;-417.894104
1600601975.623163;104.374283;145.590546;-417.943665
1600601975.643121;103.962402;145.229340;-417.948456
1600601975.663080;103.402588;145.244614;-417.748291
1600601975.683038;103.550797;145.359497;-417.935669
1600601975.702965;103.823792;145.462631;-418.181000
1600601975.722955;104.025360;145.447601;-418.466675
1600601975.742882;103.483887;145.620422;-418.555481
1600601975.762841;103.149490;145.319824;-418.612335
1600601975.782799;103.277893;144.748062;-418.256958
1600601975.802758;102.568787;144.676590;-418.490662
1600601975.822716;102.704910;144.578568;-418.386047
1600601975.842675;102.082779;144.106308;-418.163605
1600601975.862633;101.455429;144.077499;-418.582764
1600601975.882622;101.590866;143.856873;-418.678772
1600601975.902581;101.671280;143.859894;-418.524780
1600601975.922539;101.818451;143.861481;-418.890076
1600601975.942498;101.568207;143.797043;-418.480347
1600601975.962456;101.263199;143.716919;-418.283875
1600601975.982415;101.277908;143.624863;-418.179932
1600601976.002373;101.353165;143.744522;-418.329773
1600601976.022332;101.796158;143.788315;-418.215454
1600601976.042290;101.580978;143.890732;-417.904114
1600601976.062249;101.094482;143.691650;-417.947906
1600601976.082191;100.985519;143.725067;-417.953125
1600601976.102150;100.979721;143.564514;-417.937561
1600601976.122108;100.781021;143.806808;-417.652283
1600601976.142067;101.687836;143.861221;-417.920349
1600601976.162056;101.185059;143.654907;-417.949646
1600601976.182014;101.728821;143.745010;-417.682709
1600601976.201973;101.064911;143.869858;-418.001495
1600601976.221931;101.690781;143.852356;-418.101318
1600601976.241890;102.036423;144.000839;-418.344971
1600601976.261879;101.919769;144.070068;-418.254700
1600601976.281837;101.589325;144.098389;-418.290466
1600601976.301796;102.666046;144.514786;-418.409241
1600601976.321754;102.499588;144.314316;-418.664246
1600601976.341713;102.992264;144.565567;-418.648590
1600601976.361702;101.922577;144.418869;-417.976379
1600601976.381660;102.079086;144.310089;-418.085999
1600601976.401619;101.853317;144.330566;-418.216156
1600601976.421577;102.677628;144.242752;-418.514099
1600601976.441536;102.204117;144.257111;-419.035919
1600601976.461494;101.974380;144.348175;-418.845337
1600601976.481453;102.324036;144.421509;-418.894165
1600601976.501411;101.992020;144.439346;-418.784363
1600601976.521370;102.190720;144.585236;-418.826019
1600601976.541328;102.854996;144.334305;-418.866058
1600601976.561287;101.738205;144.367371;-418.603210
1600601976.581245;102.196793;144.549164;-418.820374
1600601976.601204;102.151642;144.518036;-418.832214
1600601976.621132;102.265656;144.864655;-419.062012
1600601976.641090;102.712402;144.595169;-419.192017
1600601976.661049;102.266983;144.693039;-418.849121
1600601976.681007;101.972015;144.438110;-418.761414
1600601976.700966;102.024384;144.271805;-418.684021
1600601976.720924;101.612976;144.481308;-419.079895
1600601976.740883;103.037064;144.293152;-419.078033
1600601976.760841;102.433289;144.376358;-419.109985
1600601976.780800;102.261765;144.646652;-419.152557
1600601976.800758;102.664520;145.041534;-419.676086
1600601976.820717;102.650772;145.088120;-419.924500
1600601976.840675;103.526764;145.473663;-420.228729
1600601976.860634;102.544739;145.451843;-420.019318
1600601976.880592;102.998169;145.475037;-419.982971
1600601976.900551;102.944427;145.468719;-420.333618
1600601976.920509;102.762024;145.661179;-420.683716
1600601976.940468;103.622070;145.872131;-421.004089
1600601976.960426;102.616150;145.988358;-420.975220
1600601976.980385;102.770096;145.956863;-420.829834
1600601977.000343;103.088776;145.972565;-420.930664
1600601977.020302;103.101898;145.904022;-421.120605
1600601977.040260;104.107712;146.099701;-421.467529
1600601977.060219;102.980103;145.906448;-421.217255
1600601977.080127;103.601578;145.718048;-420.746521
1600601977.100086;103.713928;145.751205;-420.755585
1600601977.120044;102.978363;145.542679;-420.228821
1600601977.140003;103.808884;145.703171;-420.449615
1600601977.159961;103.379059;145.524292;-420.669739
1600601977.179950;103.019913;145.709427;-420.921356
1600601977.199909;102.891586;145.641144;-420.932434
1600601977.219867;102.750763;145.487015;-420.779633
1600601977.239826;103.503098;145.428497;-420.349976
1600601977.259815;102.179428;144.784531;-419.739349
1600601977.279804;102.536255;144.642731;-419.172913
1600601977.299762;101.996460;144.373810;-418.906921
1600601977.319751;101.796783;143.968231;-418.890869
1600601977.339710;102.447083;143.856369;-418.894653
1600601977.359638;101.839294;143.795715;-418.638672
1600601977.379596;102.053833;143.836914;-418.696472
1600601977.399555;101.311340;143.767670;-418.558899
1600601977.419544;101.856247;144.020462;-418.429443
1600601977.439472;102.024002;144.164078;-418.898682
1600601977.459430;102.239502;143.700790;-418.502441
1600601977.479389;101.351822;143.853668;-418.539368
1600601977.499347;101.695557;143.687103;-418.530945
1600601977.519306;101.544846;143.940308;-418.764130
1600601977.539264;102.091949;144.050323;-419.316132
1600601977.559223;102.348083;143.819443;-418.766510
1600601977.579181;101.552231;143.768341;-419.020325
1600601977.599170;101.732391;143.748764;-418.882385
1600601977.619159;101.576462;143.718246;-418.842194
1600601977.639118;102.328842;144.100739;-419.074005
1600601977.659076;102.538101;143.933990;-418.794556
1600601977.679035;101.350281;143.943527;-418.776428
1600601977.699024;101.603928;143.977554;-418.590576
1600601977.719013;101.688644;144.070374;-418.764343
1600601977.738971;103.471283;144.474091;-419.050232
1600601977.758930;103.138123;144.345337;-418.686951
1600601977.778888;102.222168;144.642746;-418.471252
1600601977.798816;102.614670;144.408600;-418.455963
1600601977.818775;102.322144;144.431824;-418.596191
1600601977.838733;102.978729;144.737793;-418.853851
1600601977.858692;103.286575;144.843674;-419.279724
1600601977.878650;103.119629;145.254242;-419.952576
1600601977.898609;103.149979;145.702591;-420.621826
1600601977.918567;103.474304;145.832703;-420.794312
1600601977.938526;103.907455;145.710831;-420.477600
1600601977.958484;103.854172;145.782059;-420.181702
1600601977.978412;103.009460;145.641235;-419.848877
1600601977.998401;103.141602;145.874008;-420.099854
1600601978.018329;102.900970;146.001266;-419.847412
1600601978.038288;103.974228;146.249435;-419.822083
1600601978.058246;104.245972;146.327255;-420.275208
1600601978.078168;104.018707;146.544357;-420.348022
1600601978.098126;104.103241;146.781174;-420.385193
1600601978.118085;104.173965;146.829575;-420.333649
1600601978.138043;105.480133;146.928497;-420.190247
1600601978.158002;104.755814;147.261078;-420.531525
1600601978.177960;104.456055;147.253555;-420.345886
1600601978.197919;104.444366;146.942734;-420.477234
1600601978.217877;104.171509;147.068192;-420.728455
1600601978.237836;104.897171;147.495178;-420.940155
1600601978.257794;105.125443;147.090088;-421.055908
1600601978.277722;104.528717;147.331818;-420.791962
1600601978.297681;104.865189;147.307343;-420.561981
1600601978.317639;103.938263;147.345612;-420.984680
1600601978.337598;104.294846;147.144760;-421.289154
1600601978.357556;104.948090;147.281052;-421.379761
1600601978.377515;104.421539;147.124359;-421.450317
1600601978.397473;103.898972;147.211884;-421.529572
1600601978.417432;104.052689;147.091599;-421.519379
1600601978.437390;103.523636;147.201950;-421.534058
1600601978.457349;104.738251;147.171432;-421.656036
1600601978.477307;103.649902;147.039795;-421.254333
1600601978.497266;103.371353;146.956131;-421.183044
1600601978.517224;103.611359;146.462189;-421.183716
1600601978.537183;102.957382;146.581741;-421.120300
1600601978.557141;103.777542;146.461319;-421.023926
1600601978.577130;103.149765;146.190659;-421.087769
1600601978.597119;102.983963;146.159042;-420.896179
1600601978.617078;102.876511;145.752319;-420.350098
1600601978.637067;102.723221;145.786011;-420.686737
1600601978.657025;103.024124;145.732483;-420.720398
1600601978.676984;102.538040;145.650040;-420.366760
1600601978.696942;101.828201;145.292877;-420.220703
1600601978.716901;101.927521;145.226013;-420.079407
1600601978.736890;102.174316;145.243774;-419.789734
1600601978.756848;102.816986;145.264343;-420.203064
1600601978.776807;102.300842;145.256851;-419.943787
1600601978.796765;102.208099;145.449677;-419.850525
1600601978.816724;101.883240;145.434479;-420.061768
1600601978.836682;102.190063;145.882706;-420.015686
1600601978.856641;102.997696;145.785675;-420.040283
1600601978.876599;102.202209;145.805405;-420.026459
1600601978.896558;102.756226;145.886703;-420.040710
1600601978.916516;102.508789;145.681625;-419.739532
1600601978.936444;102.632599;145.581451;-420.094818
1600601978.956403;103.137924;145.692688;-419.994110
1600601978.976361;102.589966;145.684616;-420.064972
1600601978.996320;102.231155;145.804245;-419.856018
1600601979.016278;102.664673;145.983047;-420.322784
1600601979.036237;102.456314;145.879333;-420.247467
1600601979.056195;103.228943;145.978226;-420.373535
1600601979.076137;102.692612;146.134018;-420.034149
1600601979.096126;102.997223;145.986343;-420.222717
1600601979.116054;102.236938;145.943069;-420.310242
1600601979.136043;102.734970;145.819046;-420.226288
1600601979.156001;103.669647;146.165024;-420.607178
1600601979.175960;103.169113;146.183685;-420.238220
1600601979.195918;102.881165;146.176376;-420.395203
1600601979.215846;103.193604;145.950607;-420.308044
1600601979.235835;102.696640;146.082489;-420.714844
1600601979.255763;103.541885;146.611618;-421.344238
1600601979.275752;103.543350;146.851425;-421.516693
1600601979.295710;103.359833;146.859772;-421.586487
1600601979.315669;103.003906;146.927811;-421.996216
1600601979.335627;103.460800;147.215775;-421.951233
1600601979.355555;104.397202;147.135559;-421.930206
1600601979.375544;104.528992;147.149063;-421.520142
1600601979.395503;103.275024;146.869156;-421.224060
1600601979.415461;103.249268;146.549637;-420.863770
1600601979.435389;103.674957;146.354034;-420.847687
1600601979.455348;103.895264;146.601852;-421.282593
1600601979.475306;103.924561;146.600739;-421.165894
1600601979.495265;103.838257;146.822250;-420.939758
1600601979.515254;104.364868;146.936249;-420.719299
1600601979.535212;104.030701;147.046753;-421.160767
1600601979.555201;104.878281;147.421722;-421.601562
1600601979.575160;105.127808;147.453629;-421.720581
1600601979.595118;104.949020;147.548996;-421.622314
1600601979.615077;105.337097;147.640945;-421.862488
1600601979.635066;104.903427;147.593582;-422.123535
1600601979.655024;105.978897;147.992752;-422.574066
1600601979.674984;105.835358;148.321426;-423.114746
1600601979.694972;105.711319;148.351761;-423.143982
1600601979.714961;105.004105;148.692612;-423.321716
1600601979.734919;105.083786;148.712616;-423.572784
1600601979.754878;106.389938;148.786514;-424.024323
1600601979.774836;105.808701;148.718109;-423.997253
1600601979.794795;104.847595;148.700668;-423.722931
1600601979.814753;104.665588;148.206421;-423.645477
1600601979.834712;104.391739;147.839249;-423.558105
1600601979.854670;103.825043;147.505722;-423.182007
1600601979.874629;105.324753;147.395752;-423.101593
1600601979.894587;104.208679;146.946854;-422.870117
1600601979.914515;103.758057;146.757141;-422.951355
1600601979.934474;103.385239;146.307190;-422.628906
1600601979.954402;103.485748;145.817368;-422.971100
1600601979.974360;103.757278;146.110413;-422.879517
1600601979.994319;103.366348;145.924606;-422.596130
1600601980.014308;103.462601;145.925980;-422.565857
1600601980.034297;103.781387;145.770493;-422.490051
1600601980.054255;103.242493;145.664825;-422.211853
1600601980.074214;104.366638;145.470184;-422.175018
1600601980.094147;102.810638;145.062897;-421.713379
1600601980.114106;103.287949;144.938263;-421.958160
1600601980.134064;103.070435;144.936401;-421.683350
1600601980.154023;102.529297;144.763565;-421.830688
1600601980.173981;103.556046;144.734985;-421.716125
1600601980.193909;102.532669;144.729858;-421.596283
1600601980.213807;102.434143;144.435089;-421.679596
1600601980.233735;102.640182;144.648056;-421.708069
1600601980.253632;102.692719;144.479080;-421.318481
1600601980.273560;102.842682;144.312943;-421.823608
1600601980.293519;102.241882;143.988297;-421.967010
1600601980.313477;102.100571;143.912048;-422.011780
1600601980.333436;101.862442;143.893112;-422.313232
1600601980.353394;101.903824;143.706467;-422.366180
1600601980.373353;102.224731;143.568527;-422.279907
1600601980.393311;101.531265;143.531174;-422.537720
1600601980.413300;101.310486;143.432266;-422.711792
1600601980.433259;101.280914;143.492661;-422.675842
1600601980.453217;101.407394;143.133423;-422.826355
1600601980.473176;101.818390;143.082031;-423.212280
1600601980.493134;101.209015;143.088867;-423.100342
1600601980.513093;101.910583;143.498978;-422.906403
1600601980.533051;102.229004;143.093277;-422.864441
1600601980.553010;102.003662;143.219925;-422.425720
1600601980.572968;102.693466;143.188904;-422.634796
1600601980.592927;102.811111;142.890213;-422.075378
1600601980.612855;102.339249;143.043503;-422.125488
1600601980.632844;102.028793;142.985565;-422.409668
1600601980.652802;102.045609;142.998672;-422.349548
1600601980.672761;103.128891;143.175903;-422.938629
1600601980.692719;102.904480;142.760147;-422.342743
1600601980.712678;102.323441;142.503693;-422.375183
1600601980.732636;101.804489;142.386566;-422.260010
1600601980.752595;102.069366;142.455551;-422.352020
1600601980.772553;102.921417;142.475464;-422.432434
1600601980.792512;102.768555;142.774994;-422.590912
1600601980.812501;101.807968;142.432312;-422.566315
1600601980.832490;102.220505;142.343964;-422.377197
1600601980.852448;101.719086;142.086044;-422.578064
1600601980.872407;102.403229;142.175339;-422.936249
1600601980.892365;102.138489;141.813019;-422.411591
1600601980.912324;101.200592;142.020767;-422.926636
1600601980.932282;100.949524;142.221191;-423.498688
1600601980.952241;101.523560;141.985443;-423.381897
1600601980.972199;101.844849;142.293839;-423.701477
1600601980.992158;101.734589;142.240814;-424.257355
1600601981.012116;101.187698;141.810532;-424.162415
1600601981.032075;101.502335;141.908112;-424.219574
1600601981.052033;101.403961;141.885986;-424.605896
