timestamp;quaternion x;quaternion y;quaternion z;quaternion w;pitch (in radians);roll (in radians);yaw (in radians)
1600601988.415354;0.004625;-0.057984;-0.991931;0.112648;0.116337;-0.003914;-2.915206
1600601988.435343;0.003877;-0.056762;-0.992363;0.109445;0.113751;-0.004760;-2.921634
1600601988.455332;0.003083;-0.057174;-0.992572;0.107344;0.114409;-0.006195;-2.925780
1600601988.475352;0.002157;-0.057783;-0.992699;0.105857;0.115435;-0.008004;-2.928662
1600601988.495341;0.001572;-0.058321;-0.992814;0.104482;0.116395;-0.009128;-2.931356
1600601988.515330;0.000666;-0.058975;-0.992981;0.102516;0.117529;-0.010844;-2.935202
1600601988.535319;-0.000749;-0.058835;-0.993259;0.099871;0.116994;-0.013332;-2.940388
1600601988.555338;-0.001687;-0.057400;-0.993649;0.096770;0.113991;-0.014557;-2.946598
1600601988.575327;-0.001209;-0.054944;-0.994080;0.093723;0.109227;-0.012779;-2.952888
1600601988.595316;-0.000331;-0.052381;-0.994480;0.090911;0.104313;-0.010239;-2.958733
1600601988.615305;-0.000032;-0.050407;-0.994823;0.088246;0.100455;-0.009005;-2.964192
1600601988.635294;0.000220;-0.049171;-0.995076;0.086054;0.098053;-0.008064;-2.968666
1600601988.655314;0.000745;-0.048626;-0.995220;0.084694;0.097066;-0.006787;-2.971471
1600601988.675303;0.001344;-0.048596;-0.995270;0.084104;0.097111;-0.005525;-2.972717
1600601988.695292;0.002104;-0.048611;-0.995296;0.083776;0.097270;-0.003975;-2.973451
1600601988.715281;0.002945;-0.048401;-0.995320;0.083582;0.096994;-0.002238;-2.973926
1600601988.735301;0.003894;-0.048322;-0.995312;0.083683;0.096996;-0.000337;-2.973816
1600601988.755290;0.005261;-0.048533;-0.995278;0.083900;0.097647;0.002340;-2.973508
1600601988.775279;0.007594;-0.048946;-0.995211;0.084267;0.098864;0.006899;-2.972992
1600601988.795268;0.010417;-0.049863;-0.995073;0.085058;0.101179;0.012312;-2.971673
1600601988.815287;0.013185;-0.052445;-0.994790;0.086426;0.106826;0.017267;-2.969194
1600601988.835276;0.014062;-0.056094;-0.994489;0.087445;0.114278;0.018279;-2.967231
1600601988.855265;0.013309;-0.058041;-0.994380;0.087532;0.118034;0.016423;-2.966962
1600601988.875254;0.012903;-0.057833;-0.994418;0.087299;0.117543;0.015673;-2.967385
1600601988.895243;0.013057;-0.056902;-0.994462;0.087394;0.115714;0.016131;-2.967216
1600601988.915263;0.012576;-0.054976;-0.994576;0.087400;0.111787;0.015503;-2.967156
1600601988.935252;0.012120;-0.052886;-0.994769;0.086553;0.107525;0.015046;-2.968823
1600601988.955241;0.012518;-0.052165;-0.994851;0.085982;0.106144;0.016028;-2.970019
1600601988.975230;0.013802;-0.053550;-0.994637;0.087399;0.109154;0.018205;-2.967298
1600601988.995249;0.015110;-0.057093;-0.994135;0.090600;0.116518;0.019833;-2.960982
1600601989.015238;0.016037;-0.060696;-0.993619;0.093702;0.123940;0.020654;-2.954824
1600601989.035227;0.016450;-0.063134;-0.993246;0.095950;0.128928;0.020736;-2.950325
1600601989.055186;0.016503;-0.065162;-0.992936;0.097777;0.133022;0.020210;-2.946627
1600601989.075206;0.016429;-0.067707;-0.992646;0.098990;0.138110;0.019397;-2.944145
1600601989.095195;0.015803;-0.070230;-0.992465;0.099148;0.143024;0.017623;-2.943715
1600601989.115184;0.014743;-0.071565;-0.992497;0.098038;0.145459;0.015395;-2.945794
1600601989.135173;0.014046;-0.071008;-0.992771;0.095744;0.144178;0.014443;-2.950348
1600601989.155192;0.014210;-0.069730;-0.993081;0.093414;0.141622;0.015350;-2.955105
1600601989.175181;0.015028;-0.069706;-0.993205;0.091971;0.141702;0.017203;-2.958139
1600601989.195170;0.015811;-0.071011;-0.993127;0.091690;0.144447;0.018578;-2.958810
1600601989.215159;0.016366;-0.072521;-0.992984;0.091952;0.147569;0.019378;-2.958348
1600601989.235148;0.016723;-0.073579;-0.992909;0.091855;0.149745;0.019916;-2.958589
1600601989.255168;0.016636;-0.074491;-0.992886;0.091382;0.151542;0.019648;-2.959527
1600601989.275157;0.016439;-0.075190;-0.992883;0.090878;0.152893;0.019204;-2.960513
1600601989.295146;0.016612;-0.075640;-0.992898;0.090311;0.153812;0.019557;-2.961684
1600601989.315135;0.016903;-0.075837;-0.992931;0.089733;0.154247;0.020197;-2.962899
1600601989.335155;0.016712;-0.075967;-0.992983;0.089075;0.154459;0.019895;-2.964202
1600601989.355144;0.016346;-0.076137;-0.993045;0.088302;0.154718;0.019249;-2.965709
1600601989.375133;0.016146;-0.076306;-0.993120;0.087350;0.155002;0.018967;-2.967606
1600601989.395122;0.016172;-0.076389;-0.993229;0.086022;0.155147;0.019214;-2.970301
1600601989.415141;0.015799;-0.076824;-0.993348;0.084310;0.155920;0.018662;-2.973708
1600601989.435130;0.014389;-0.077851;-0.993455;0.082340;0.157705;0.015968;-2.977467
1600601989.455119;0.012538;-0.078440;-0.993609;0.080199;0.158551;0.012491;-2.981505
1600601989.475108;0.011661;-0.077702;-0.993877;0.077687;0.156907;0.011244;-2.986463
1600601989.495097;0.011924;-0.076053;-0.994209;0.074988;0.153617;0.012452;-2.991987
1600601989.515117;0.012861;-0.075598;-0.994381;0.072979;0.152818;0.014715;-2.996200
1600601989.535106;0.013031;-0.078546;-0.994160;0.072845;0.158740;0.014652;-2.996473
1600601989.555095;0.011062;-0.083394;-0.993686;0.074234;0.168169;0.009740;-2.993280
1600601989.575084;0.008661;-0.086388;-0.993316;0.076060;0.173812;0.004128;-2.989107
1600601989.595103;0.006814;-0.088069;-0.993049;0.077794;0.176896;-0.000173;-2.985219
1600601989.615092;0.004895;-0.089592;-0.992850;0.078730;0.179638;-0.004459;-2.982929
1600601989.635081;0.002426;-0.088768;-0.993031;0.077481;0.177606;-0.009081;-2.985050
1600601989.655070;0.001753;-0.083397;-0.993756;0.074095;0.166784;-0.009000;-2.991994
1600601989.675090;0.003375;-0.076788;-0.994554;0.070392;0.153821;-0.004145;-2.999954
1600601989.695079;0.005756;-0.074192;-0.994860;0.068669;0.148962;0.001278;-3.003858
1600601989.715068;0.006319;-0.076351;-0.994682;0.068839;0.153361;0.002084;-3.003558
1600601989.735057;0.005570;-0.079923;-0.994394;0.069001;0.160406;0.000049;-3.003039
1600601989.755046;0.005190;-0.082059;-0.994283;0.068122;0.164629;-0.000871;-3.004707
1600601989.775065;0.004586;-0.080860;-0.994539;0.065823;0.162150;-0.001543;-3.009292
1600601989.795054;0.003949;-0.077053;-0.995047;0.062676;0.154452;-0.001821;-3.015643
1600601989.815043;0.003679;-0.072906;-0.995579;0.059103;0.146121;-0.001305;-3.022905
1600601989.835033;0.003936;-0.069851;-0.995984;0.055861;0.140038;0.000037;-3.029539
1600601989.855052;0.004104;-0.068519;-0.996215;0.053332;0.137389;0.000877;-3.034686
1600601989.875041;0.004009;-0.068246;-0.996327;0.051571;0.136831;0.000958;-3.038227
1600601989.895030;0.003965;-0.068382;-0.996373;0.050488;0.137097;0.001006;-3.040405
1600601989.915019;0.004379;-0.068281;-0.996402;0.050020;0.136936;0.001914;-3.041407
1600601989.935039;0.005062;-0.067543;-0.996461;0.049770;0.135526;0.003396;-3.042014
1600601989.955028;0.005215;-0.066665;-0.996536;0.049451;0.133783;0.003835;-3.042684
1600601989.975017;0.004965;-0.066092;-0.996585;0.049258;0.132610;0.003415;-3.043046
1600601989.995006;0.004946;-0.065598;-0.996628;0.049044;0.131619;0.003454;-3.043479
1600601990.014995;0.005693;-0.064671;-0.996724;0.048230;0.129832;0.005154;-3.045227
1600601990.035014;0.006643;-0.063155;-0.996893;0.046597;0.126876;0.007418;-3.048648
1600601990.055003;0.006865;-0.061561;-0.997076;0.044738;0.123692;0.008245;-3.052424
1600601990.074953;0.006499;-0.060162;-0.997225;0.043358;0.120848;0.007803;-3.055162
1600601990.094942;0.006139;-0.059247;-0.997300;0.042954;0.118981;0.007205;-3.055935
1600601990.114962;0.006127;-0.059029;-0.997293;0.043416;0.118548;0.007146;-3.055003
1600601990.134951;0.005686;-0.059781;-0.997193;0.044720;0.120023;0.006036;-3.052323
1600601990.154940;0.003062;-0.061274;-0.997044;0.046251;0.122777;0.000441;-3.048909
1600601990.174929;-0.000737;-0.062452;-0.996901;0.047828;0.124769;-0.007502;-3.045244
1600601990.194948;-0.002719;-0.063075;-0.996821;0.048594;0.125816;-0.011643;-3.043439
1600601990.214937;-0.002695;-0.063730;-0.996781;0.048565;0.127130;-0.011657;-3.043483
1600601990.234926;-0.002302;-0.065563;-0.996636;0.049128;0.130831;-0.011125;-3.042356
1600601990.254915;-0.002078;-0.069741;-0.996260;0.050974;0.139197;-0.011361;-3.038559
1600601990.274935;-0.002778;-0.074038;-0.995816;0.053491;0.147695;-0.013603;-3.033258
1600601990.294924;-0.003478;-0.075182;-0.995586;0.056075;0.149871;-0.015532;-3.027899
1600601990.314913;-0.002970;-0.073472;-0.995604;0.058013;0.146476;-0.014595;-3.024115
1600601990.334902;-0.002369;-0.070458;-0.995729;0.059620;0.140492;-0.013250;-3.021051
1600601990.354891;-0.002182;-0.067905;-0.995780;0.061698;0.135380;-0.012843;-3.016961
1600601990.374911;-0.001402;-0.066473;-0.995714;0.064290;0.132585;-0.011441;-3.011879
1600601990.394900;-0.000050;-0.066986;-0.995464;0.067559;0.133757;-0.009233;-3.005448
1600601990.414889;0.001128;-0.069191;-0.994989;0.072172;0.138292;-0.007818;-2.996234
1600601990.434878;0.002579;-0.071922;-0.994401;0.077379;0.143935;-0.006063;-2.985840
1600601990.454897;0.004057;-0.073984;-0.993840;0.082410;0.148268;-0.004176;-2.975820
1600601990.474886;0.004677;-0.074753;-0.993394;0.086935;0.149892;-0.003747;-2.966731
1600601990.494875;0.004599;-0.074257;-0.993107;0.090577;0.148872;-0.004365;-2.959359
1600601990.514864;0.004347;-0.072803;-0.992992;0.092994;0.145911;-0.004960;-2.954474
1600601990.534884;0.004031;-0.070508;-0.993054;0.094109;0.141264;-0.005317;-2.952247
1600601990.554873;0.003943;-0.067137;-0.993292;0.094067;0.134520;-0.004841;-2.952425
1600601990.574862;0.004275;-0.063175;-0.993602;0.093522;0.126681;-0.003348;-2.953685
1600601990.594851;0.004848;-0.060478;-0.993789;0.093282;0.121407;-0.001660;-2.954310
1600601990.614840;0.005419;-0.059600;-0.993783;0.093885;0.119763;-0.000423;-2.953182
1600601990.634859;0.006001;-0.059398;-0.993688;0.094979;0.119469;0.000647;-2.951046
1600601990.654848;0.006453;-0.058840;-0.993658;0.095601;0.118443;0.001585;-2.949855
1600601990.674837;0.007194;-0.057612;-0.993720;0.095652;0.116138;0.003299;-2.949863
1600601990.694826;0.008196;-0.056601;-0.993785;0.095499;0.114312;0.005515;-2.950304
1600601990.714846;0.008993;-0.056341;-0.993787;0.095564;0.113946;0.007152;-2.950268
1600601990.734835;0.009722;-0.056570;-0.993766;0.095572;0.114544;0.008565;-2.950331
1600601990.754824;0.010255;-0.056611;-0.993835;0.094775;0.114720;0.009717;-2.951999
1600601990.774813;0.010516;-0.055603;-0.994052;0.093053;0.112740;0.010626;-2.955516
1600601990.794832;0.010686;-0.053561;-0.994371;0.090794;0.108674;0.011595;-2.960112
1600601990.814821;0.010860;-0.051570;-0.994694;0.088356;0.104702;0.012561;-2.965060
1600601990.834810;0.011070;-0.050758;-0.994934;0.086063;0.103090;0.013362;-2.969709
1600601990.854799;0.011183;-0.051221;-0.995108;0.083741;0.104002;0.013752;-2.974400
1600601990.874788;0.010929;-0.051001;-0.995346;0.081026;0.103483;0.013564;-2.979844
1600601990.894808;0.011005;-0.048723;-0.995734;0.077585;0.098900;0.014427;-2.986787
1600601990.914797;0.011893;-0.046293;-0.996077;0.074469;0.094133;0.016874;-2.993141
1600601990.934786;0.012635;-0.046390;-0.996215;0.072419;0.094400;0.018539;-2.997336
1600601990.954775;0.012885;-0.049739;-0.996133;0.071265;0.101102;0.018678;-2.999697
1600601990.974795;0.011667;-0.054535;-0.995971;0.070225;0.110494;0.015677;-3.001675
1600601990.994784;0.010524;-0.057313;-0.995873;0.069577;0.115877;0.013074;-3.002848
1600601991.014773;0.010647;-0.057663;-0.995989;0.067587;0.116566;0.013507;-3.006869
1600601991.034762;0.010381;-0.055977;-0.996300;0.064377;0.113118;0.013565;-3.013308
1600601991.054781;0.010365;-0.053144;-0.996692;0.060603;0.107399;0.014303;-3.020902
1600601991.074754;0.012262;-0.050121;-0.997046;0.056893;0.101515;0.018847;-3.028550
1600601991.094743;0.014860;-0.048190;-0.997266;0.054019;0.097878;0.024553;-3.034566
1600601991.114732;0.016500;-0.048593;-0.997307;0.052388;0.098813;0.027959;-3.038012
1600601991.134752;0.017298;-0.051097;-0.997217;0.051470;0.103877;0.029403;-3.039986
1600601991.154741;0.017178;-0.053536;-0.997164;0.050027;0.108702;0.029079;-3.042921
1600601991.174730;0.016147;-0.053273;-0.997310;0.047696;0.108009;0.027287;-3.047492
1600601991.194719;0.015117;-0.050024;-0.997661;0.044072;0.101320;0.025890;-3.054612
1600601991.214708;0.015126;-0.046052;-0.998017;0.040155;0.093271;0.026613;-3.062408
1600601991.234727;0.015961;-0.043397;-0.998233;0.037326;0.087946;0.028740;-3.068108
1600601991.254716;0.016661;-0.042572;-0.998308;0.035947;0.086304;0.030322;-3.070918
1600601991.274705;0.016405;-0.042601;-0.998329;0.035419;0.086329;0.029853;-3.071956
1600601991.294694;0.015344;-0.043083;-0.998344;0.034907;0.087205;0.027737;-3.072901
1600601991.314714;0.014391;-0.043064;-0.998393;0.033908;0.087076;0.025916;-3.074823
1600601991.334703;0.014188;-0.041735;-0.998496;0.032609;0.084371;0.025705;-3.077384
1600601991.354692;0.014688;-0.040442;-0.998559;0.032080;0.081800;0.026831;-3.078459
1600601991.374681;0.015088;-0.040301;-0.998551;0.032327;0.081550;0.027622;-3.077994
1600601991.394700;0.014960;-0.039962;-0.998576;0.032026;0.080856;0.027411;-3.078579
1600601991.414689;0.014685;-0.038328;-0.998687;0.030665;0.077534;0.027064;-3.081251
1600601991.434678;0.014420;-0.036687;-0.998791;0.029378;0.074201;0.026727;-3.083774
1600601991.454667;0.014532;-0.035466;-0.998838;0.029227;0.071761;0.027031;-3.084059
1600601991.474656;0.015570;-0.034416;-0.998849;0.029565;0.069730;0.029144;-3.083429
1600601991.494676;0.016639;-0.033359;-0.998866;0.029628;0.067681;0.031340;-3.083347
1600601991.514665;0.016469;-0.031993;-0.998919;0.029435;0.064931;0.031090;-3.083686
1600601991.534654;0.015281;-0.030754;-0.998981;0.029293;0.062380;0.028788;-3.083861
1600601991.554643;0.013643;-0.030278;-0.999009;0.029619;0.061342;0.025515;-3.083096
1600601991.574663;0.011855;-0.030423;-0.998998;0.030597;0.061549;0.021867;-3.081030
1600601991.594652;0.010199;-0.030520;-0.998965;0.032163;0.061671;0.018449;-3.077791
1600601991.614641;0.009866;-0.030728;-0.998896;0.034122;0.062101;0.017649;-3.073848
1600601991.634630;0.011561;-0.032476;-0.998754;0.036079;0.065753;0.020796;-3.070060
1600601991.654649;0.014273;-0.036811;-0.998503;0.037859;0.074661;0.025791;-3.066761
1600601991.674638;0.014523;-0.042701;-0.998196;0.039633;0.086506;0.025707;-3.063338
1600601991.694627;0.012342;-0.048032;-0.997901;0.041651;0.097042;0.020730;-3.059171
1600601991.714616;0.010703;-0.051884;-0.997633;0.043842;0.104651;0.016899;-3.054642
1600601991.734636;0.010312;-0.053711;-0.997436;0.046156;0.108310;0.015705;-3.049962
1600601991.754625;0.010936;-0.051820;-0.997421;0.048433;0.104623;0.016890;-3.045437
1600601991.774614;0.012336;-0.046986;-0.997561;0.050117;0.095123;0.019994;-3.042149
1600601991.794603;0.014588;-0.042679;-0.997651;0.051552;0.086770;0.024804;-3.039414
1600601991.814592;0.016961;-0.042774;-0.997482;0.053968;0.087273;0.029336;-3.034772
1600601991.834611;0.017959;-0.046904;-0.997096;0.057251;0.095737;0.030588;-3.028349
1600601991.854600;0.017589;-0.050557;-0.996731;0.060521;0.103094;0.029103;-3.021803
1600601991.874589;0.016866;-0.051115;-0.996583;0.062647;0.104183;0.027364;-3.017460
1600601991.894578;0.016524;-0.049176;-0.996603;0.063962;0.100299;0.026783;-3.014753
1600601991.914598;0.016798;-0.047048;-0.996635;0.064987;0.096111;0.027499;-3.012687
1600601991.934587;0.017115;-0.046073;-0.996645;0.065441;0.094216;0.028214;-3.011789
1600601991.954576;0.016925;-0.045425;-0.996718;0.064828;0.092880;0.027974;-3.012992
1600601991.974565;0.016417;-0.043879;-0.996868;0.063707;0.089696;0.027252;-3.015174
1600601991.994584;0.016603;-0.042113;-0.996981;0.063088;0.086174;0.027900;-3.016406
1600601992.014573;0.017120;-0.041204;-0.996975;0.063636;0.084437;0.029000;-3.015333
1600601992.034562;0.017289;-0.040686;-0.996925;0.064700;0.083455;0.029314;-3.013200
1600601992.054551;0.016914;-0.040352;-0.996908;0.065274;0.082757;0.028557;-3.012009
1600601992.074491;0.016122;-0.040034;-0.996944;0.065121;0.082015;0.027025;-3.012246
1600601992.094511;0.015268;-0.039829;-0.996997;0.064640;0.081482;0.025383;-3.013139
1600601992.114500;0.014466;-0.040008;-0.997036;0.064110;0.081726;0.023798;-3.014140
1600601992.134489;0.013777;-0.040607;-0.997049;0.063677;0.082823;0.022379;-3.014963
1600601992.154478;0.012999;-0.041576;-0.997042;0.063321;0.084653;0.020732;-3.015623
1600601992.174498;0.012135;-0.042833;-0.997037;0.062731;0.087044;0.018897;-3.016747
1600601992.194487;0.010949;-0.044227;-0.997064;0.061543;0.089662;0.016456;-3.019039
1600601992.214476;0.009300;-0.045148;-0.997139;0.059906;0.091279;0.013192;-3.022183
1600601992.234465;0.007880;-0.045503;-0.997243;0.058090;0.091799;0.010474;-3.025704
1600601992.254484;0.007268;-0.045806;-0.997337;0.056281;0.092318;0.009382;-3.029282
1600601992.274473;0.008022;-0.045744;-0.997436;0.054447;0.092257;0.011070;-3.033039
1600601992.294462;0.009805;-0.044438;-0.997579;0.052582;0.089812;0.014951;-3.036942
1600601992.314451;0.012224;-0.041888;-0.997708;0.051723;0.084950;0.020132;-3.038858
1600601992.334471;0.014499;-0.039866;-0.997701;0.052844;0.081170;0.024802;-3.036768
1600601992.354460;0.015791;-0.039576;-0.997559;0.055323;0.080794;0.027218;-3.031890
1600601992.374449;0.014910;-0.040703;-0.997408;0.057432;0.083003;0.025156;-3.027602
1600601992.394438;0.012541;-0.042580;-0.997342;0.057785;0.086492;0.020171;-3.026717
1600601992.414427;0.010054;-0.043477;-0.997430;0.056053;0.087971;0.015242;-3.029987
1600601992.434446;0.008531;-0.041784;-0.997644;0.053732;0.084389;0.012576;-3.034510
1600601992.454435;0.009131;-0.038507;-0.997853;0.052184;0.077880;0.014248;-3.037651
1600601992.474424;0.011727;-0.035614;-0.997964;0.051588;0.072355;0.019786;-3.039015
1600601992.494413;0.015013;-0.035337;-0.997897;0.052220;0.072155;0.026344;-3.037979
1600601992.514433;0.016391;-0.039680;-0.997651;0.053371;0.081012;0.028566;-3.035858
1600601992.534422;0.015387;-0.046203;-0.997352;0.054019;0.093962;0.025817;-3.034587
1600601992.554411;0.013160;-0.050901;-0.997176;0.053626;0.103109;0.020898;-3.035220
1600601992.574400;0.010568;-0.051726;-0.997263;0.051757;0.104453;0.015812;-3.038715
1600601992.594419;0.008916;-0.049174;-0.997586;0.048217;0.099132;0.013111;-3.045651
1600601992.614408;0.008842;-0.044939;-0.998012;0.043304;0.090590;0.013815;-3.055492
1600601992.634398;0.009002;-0.040448;-0.998436;0.037536;0.081535;0.014989;-3.067050
1600601992.654387;0.008501;-0.037053;-0.998766;0.031963;0.074628;0.014654;-3.078156
1600601992.674406;0.007491;-0.035709;-0.998955;0.027538;0.071818;0.013034;-3.086942
1600601992.694395;0.006529;-0.035851;-0.999039;0.024359;0.072013;0.011328;-3.093246
1600601992.714384;0.006105;-0.035674;-0.999102;0.022019;0.071614;0.010656;-3.097904
1600601992.734373;0.006184;-0.034293;-0.999195;0.019889;0.068830;0.011021;-3.102166
1600601992.754362;0.006023;-0.032002;-0.999311;0.017814;0.064220;0.010921;-3.106294
1600601992.774382;0.005167;-0.029820;-0.999415;0.015901;0.059805;0.009396;-3.110057
1600601992.794371;0.004010;-0.028354;-0.999492;0.013992;0.056822;0.007234;-3.113802
1600601992.814360;0.003222;-0.027393;-0.999552;0.011579;0.054863;0.005815;-3.118584
1600601992.834349;0.002377;-0.026216;-0.999615;0.008752;0.052478;0.004299;-3.124196
1600601992.854368;0.001261;-0.024256;-0.999687;0.005948;0.048531;0.002235;-3.129748
1600601992.874357;0.000063;-0.021835;-0.999756;0.003435;0.043673;-0.000025;-3.134720
1600601992.894346;-0.000755;-0.019870;-0.999800;0.001989;0.039740;-0.001590;-3.137583
1600601992.914335;-0.001166;-0.018807;-0.999822;0.001397;0.037614;-0.002386;-3.138753
1600601992.934355;-0.001511;-0.017959;-0.999836;0.001498;0.035916;-0.003078;-3.138540
1600601992.954344;-0.002462;-0.017143;-0.999848;0.002117;0.034276;-0.005000;-3.137272
1600601992.974333;-0.004098;-0.016581;-0.999848;0.003397;0.033135;-0.008312;-3.134660
1600601992.994322;-0.006118;-0.016249;-0.999834;0.005532;0.032431;-0.012422;-3.130325
1600601993.014311;-0.006706;-0.015793;-0.999818;0.008297;0.031474;-0.013678;-3.124781
1600601993.034330;-0.004698;-0.016494;-0.999787;0.011470;0.032879;-0.009778;-3.118488
1600601993.054319;-0.002224;-0.021282;-0.999652;0.015440;0.042494;-0.005108;-3.110597
1600601993.074268;-0.002276;-0.028094;-0.999409;0.019698;0.056095;-0.005665;-3.102019
1600601993.094257;-0.003678;-0.032980;-0.999172;0.023528;0.065781;-0.008921;-3.094212
1600601993.114277;-0.005015;-0.035505;-0.998999;0.026743;0.070729;-0.011948;-3.087643
1600601993.134266;-0.005306;-0.035545;-0.998904;0.029984;0.070754;-0.012763;-3.081126
1600601993.154255;-0.004433;-0.033003;-0.998891;0.033275;0.065686;-0.011077;-3.074629
1600601993.174244;-0.001978;-0.029380;-0.998920;0.035948;0.058588;-0.006074;-3.069473
1600601993.194264;0.000779;-0.028200;-0.998845;0.038885;0.056426;-0.000637;-3.063754
1600601993.214253;0.001758;-0.032347;-0.998543;0.043147;0.064797;0.000722;-3.055251
1600601993.234242;0.001196;-0.040097;-0.998043;0.047959;0.080237;-0.001464;-3.045501
1600601993.254231;-0.000430;-0.047226;-0.997500;0.052563;0.094309;-0.005849;-3.036025
1600601993.274250;-0.002261;-0.051231;-0.997100;0.056237;0.102088;-0.010324;-3.028384
1600601993.294239;-0.003067;-0.051968;-0.996922;0.058619;0.103440;-0.012274;-3.023492
1600601993.314228;-0.003005;-0.051842;-0.996852;0.059909;0.103181;-0.012268;-3.020906
1600601993.334217;-0.003110;-0.052339;-0.996792;0.060473;0.104154;-0.012599;-3.019749
1600601993.354206;-0.003200;-0.053025;-0.996767;0.060285;0.105517;-0.012843;-3.020100
1600601993.374226;-0.002591;-0.052819;-0.996774;0.060371;0.105179;-0.011607;-3.019997
1600601993.394215;-0.001281;-0.052604;-0.996726;0.061381;0.104899;-0.009062;-3.018106
1600601993.414204;-0.000155;-0.053065;-0.996621;0.062697;0.105949;-0.007002;-3.015567
1600601993.434193;0.000571;-0.053735;-0.996520;0.063726;0.107375;-0.005743;-3.013562
1600601993.454212;0.001057;-0.054068;-0.996455;0.064446;0.108099;-0.004890;-3.012157
1600601993.474201;0.001226;-0.053633;-0.996450;0.064874;0.107250;-0.004542;-3.011322
1600601993.494190;0.001065;-0.052765;-0.996463;0.065391;0.105492;-0.004805;-3.010281
1600601993.514179;0.000999;-0.052585;-0.996428;0.066073;0.105120;-0.004986;-3.008904
1600601993.534199;0.000530;-0.053208;-0.996358;0.066631;0.106299;-0.006069;-3.007720
1600601993.554188;-0.000289;-0.053268;-0.996349;0.066714;0.106309;-0.007727;-3.007465
1600601993.574177;-0.001061;-0.052173;-0.996448;0.066096;0.104022;-0.009060;-3.008652
1600601993.594166;-0.001535;-0.051410;-0.996540;0.065293;0.102444;-0.009825;-3.010236
1600601993.614185;-0.002192;-0.052130;-0.996538;0.064725;0.103802;-0.011177;-3.011295
1600601993.634174;-0.002916;-0.053248;-0.996502;0.064350;0.105946;-0.012737;-3.011944
1600601993.654163;-0.003138;-0.053728;-0.996500;0.063959;0.106882;-0.013202;-3.012696
1600601993.674152;-0.003158;-0.053681;-0.996547;0.063268;0.106794;-0.013162;-3.014085
1600601993.694141;-0.003568;-0.053236;-0.996615;0.062538;0.105863;-0.013848;-3.015522
1600601993.714161;-0.003990;-0.053669;-0.996620;0.062069;0.106683;-0.014699;-3.016409
1600601993.734150;-0.004647;-0.056344;-0.996472;0.062028;0.111948;-0.016353;-3.016342
1600601993.754139;-0.006556;-0.060351;-0.996172;0.062895;0.119701;-0.020803;-3.014241
1600601993.774128;-0.009451;-0.063410;-0.995893;0.063931;0.125420;-0.027149;-3.011675
1600601993.794148;-0.011281;-0.063606;-0.995883;0.063596;0.125583;-0.030806;-3.012111
1600601993.814137;-0.011606;-0.059193;-0.996297;0.061260;0.116791;-0.030592;-3.016982
1600601993.834126;-0.011895;-0.051059;-0.996979;0.057306;0.100617;-0.029724;-3.025264
1600601993.854115;-0.011307;-0.042060;-0.997677;0.052384;0.082835;-0.027063;-3.035555
1600601993.874134;-0.009518;-0.035667;-0.998158;0.048143;0.070344;-0.022492;-3.044413
1600601993.894123;-0.008694;-0.034868;-0.998264;0.046662;0.068857;-0.020662;-3.047463
1600601993.914112;-0.009681;-0.038903;-0.998105;0.046689;0.076830;-0.023029;-3.047220
1600601993.934101;-0.011497;-0.043118;-0.997966;0.045529;0.085116;-0.026975;-3.049263
1600601993.954090;-0.013726;-0.045368;-0.997983;0.042233;0.089513;-0.031360;-3.055602
1600601993.974110;-0.016243;-0.044838;-0.998150;0.037721;0.088399;-0.035957;-3.064456
1600601993.994099;-0.017505;-0.041779;-0.998427;0.033034;0.082364;-0.037852;-3.073885
1600601994.014088;-0.016528;-0.038156;-0.998732;0.028374;0.075349;-0.035286;-3.083457
1600601994.034077;-0.015412;-0.036766;-0.998909;0.024314;0.072766;-0.032671;-3.091731
1600601994.054096;-0.016499;-0.038450;-0.998896;0.021366;0.076183;-0.034712;-3.097497
1600601994.074075;-0.019541;-0.042034;-0.998736;0.019436;0.083298;-0.040820;-3.100974
1600601994.094064;-0.023642;-0.046269;-0.998486;0.018033;0.091673;-0.049107;-3.103223
1600601994.114053;-0.027474;-0.050018;-0.998224;0.017064;0.099082;-0.056868;-3.104587
1600601994.134073;-0.030452;-0.052453;-0.998020;0.016642;0.103871;-0.062909;-3.104975
1600601994.154062;-0.032711;-0.052968;-0.997920;0.016710;0.104815;-0.067478;-3.104564
1600601994.174051;-0.034044;-0.052058;-0.997923;0.016756;0.102940;-0.070120;-3.104401
1600601994.194040;-0.034703;-0.050523;-0.997978;0.016816;0.099840;-0.071380;-3.104327
1600601994.214059;-0.035222;-0.048176;-0.998080;0.016602;0.095140;-0.072298;-3.104885
1600601994.234048;-0.035201;-0.045026;-0.998236;0.016095;0.088877;-0.072074;-3.106142
1600601994.254037;-0.034247;-0.043213;-0.998338;0.016779;0.085237;-0.070142;-3.104990
1600601994.274026;-0.033089;-0.043755;-0.998300;0.019692;0.086165;-0.068094;-3.099211
1600601994.294015;-0.033116;-0.044835;-0.998165;0.023662;0.088053;-0.068550;-3.091170
1600601994.314035;-0.034215;-0.045572;-0.997992;0.027661;0.089186;-0.071156;-3.082997
1600601994.334023;-0.035376;-0.047078;-0.997765;0.031579;0.091841;-0.073945;-3.074915
1600601994.354012;-0.035184;-0.048342;-0.997568;0.035820;0.094067;-0.074056;-3.066322
