timestamp;quaternion x;quaternion y;quaternion z;quaternion w;pitch (in radians);roll (in radians);yaw (in radians)
1600601994.374002;-0.034002;-0.049257;-0.997384;0.040530;0.095645;-0.072212;-3.056906
1600601994.394022;-0.032597;-0.051021;-0.997153;0.044943;0.098984;-0.069994;-3.048042
1600601994.414011;-0.030728;-0.054921;-0.996831;0.048661;0.106705;-0.067038;-3.040457
1600601994.434000;-0.029267;-0.061437;-0.996318;0.052142;0.119654;-0.065237;-3.033110
1600601994.453989;-0.029802;-0.066860;-0.995759;0.055724;0.130199;-0.067423;-3.025390
1600601994.474008;-0.028726;-0.067275;-0.995565;0.059148;0.130930;-0.065765;-3.018597
1600601994.493997;-0.025418;-0.061637;-0.995864;0.061717;0.119913;-0.058688;-3.014280
1600601994.513986;-0.020179;-0.051711;-0.996489;0.062676;0.100699;-0.046953;-3.013598
1600601994.533975;-0.014112;-0.041784;-0.997084;0.062274;0.081658;-0.033463;-3.015476
1600601994.553995;-0.009305;-0.034473;-0.997401;0.062574;0.067654;-0.022931;-3.015506
1600601994.573984;-0.005966;-0.031825;-0.997349;0.065165;0.062745;-0.016080;-3.010597
1600601994.593973;-0.004611;-0.032697;-0.997075;0.068923;0.064612;-0.013732;-3.003118
1600601994.613962;-0.004383;-0.033001;-0.996824;0.072338;0.065205;-0.013542;-2.996269
1600601994.633950;-0.003883;-0.032432;-0.996641;0.075103;0.064107;-0.012638;-2.990760
1600601994.653970;-0.002613;-0.032552;-0.996455;0.077529;0.064512;-0.010276;-2.985965
1600601994.673959;-0.000822;-0.032715;-0.996314;0.079300;0.065104;-0.006841;-2.982518
1600601994.693948;0.001290;-0.032067;-0.996267;0.080133;0.064145;-0.002575;-2.980990
1600601994.713937;0.002459;-0.030166;-0.996305;0.080377;0.060541;0.000051;-2.980593
1600601994.733957;0.002764;-0.027677;-0.996379;0.080349;0.055627;0.001061;-2.980688
1600601994.753946;0.003338;-0.025895;-0.996440;0.080155;0.052164;0.002504;-2.981120
1600601994.773935;0.004406;-0.025664;-0.996420;0.080428;0.051877;0.004658;-2.980629
1600601994.793924;0.005052;-0.026821;-0.996345;0.080949;0.054290;0.005733;-2.979613
1600601994.813943;0.004604;-0.027530;-0.996315;0.081098;0.055632;0.004716;-2.979286
1600601994.833932;0.004506;-0.026426;-0.996363;0.080878;0.053414;0.004711;-2.979727
1600601994.853921;0.005461;-0.025232;-0.996429;0.080389;0.051183;0.006836;-2.980762
1600601994.873909;0.006137;-0.025794;-0.996412;0.080381;0.052413;0.008094;-2.980812
1600601994.893900;0.006063;-0.027090;-0.996374;0.080426;0.054987;0.007737;-2.980717
1600601994.913918;0.005918;-0.027585;-0.996414;0.079769;0.055945;0.007405;-2.982029
1600601994.933908;0.005530;-0.027309;-0.996525;0.078491;0.055325;0.006745;-2.984575
1600601994.953897;0.004851;-0.027455;-0.996602;0.077505;0.055505;0.005422;-2.986517
1600601994.973886;0.004208;-0.028528;-0.996620;0.076917;0.057542;0.004005;-2.987658
1600601994.993906;0.003588;-0.030064;-0.996594;0.076698;0.060510;0.002545;-2.988052
1600601995.013895;0.003006;-0.031764;-0.996539;0.076764;0.063812;0.001117;-2.987870
1600601995.033884;0.002503;-0.033805;-0.996469;0.076821;0.067808;-0.000207;-2.987704
1600601995.053873;0.001415;-0.036109;-0.996424;0.076380;0.072238;-0.002703;-2.988486
1600601995.073863;-0.000132;-0.038127;-0.996417;0.075494;0.076034;-0.006037;-2.990120
1600601995.093852;-0.001567;-0.039596;-0.996472;0.073976;0.078762;-0.009008;-2.993035
1600601995.113841;-0.002835;-0.040700;-0.996560;0.072141;0.080799;-0.011561;-2.996597
1600601995.133830;-0.003633;-0.041735;-0.996669;0.069971;0.082777;-0.013128;-3.000869
1600601995.153850;-0.004918;-0.042087;-0.996847;0.067092;0.083344;-0.015507;-3.006541
1600601995.173839;-0.007057;-0.041419;-0.997065;0.064006;0.081782;-0.019440;-3.012585
1600601995.193828;-0.009146;-0.041665;-0.997196;0.061484;0.082064;-0.023444;-3.017473
1600601995.213817;-0.011937;-0.043629;-0.997171;0.060033;0.085684;-0.029156;-3.020081
1600601995.233806;-0.015543;-0.045629;-0.997064;0.059491;0.089260;-0.036577;-3.020768
1600601995.253825;-0.018220;-0.046573;-0.997063;0.057996;0.090883;-0.041921;-3.023483
1600601995.273814;-0.020800;-0.044280;-0.997282;0.055086;0.086135;-0.046555;-3.029227
1600601995.293803;-0.021474;-0.039693;-0.997628;0.051974;0.077042;-0.047129;-3.035676
1600601995.313792;-0.018749;-0.037462;-0.997857;0.050267;0.072943;-0.041306;-3.039420
1600601995.333812;-0.015627;-0.039073;-0.997830;0.050633;0.076468;-0.035253;-3.038845
1600601995.353801;-0.014314;-0.042275;-0.997689;0.051222;0.082984;-0.033012;-3.037631
1600601995.373790;-0.013544;-0.045132;-0.997596;0.050805;0.088787;-0.031739;-3.038416
1600601995.393779;-0.013421;-0.046314;-0.997626;0.049163;0.091215;-0.031468;-3.041676
1600601995.413798;-0.014459;-0.044476;-0.997777;0.047467;0.087493;-0.033209;-3.045065
1600601995.433787;-0.015075;-0.040631;-0.998015;0.045704;0.079808;-0.033919;-3.048713
1600601995.453777;-0.014590;-0.036271;-0.998300;0.043240;0.071217;-0.032354;-3.053866
1600601995.473766;-0.013408;-0.033183;-0.998544;0.040368;0.065234;-0.029524;-3.059819
1600601995.493785;-0.012573;-0.033335;-0.998608;0.038900;0.065646;-0.027768;-3.062811
1600601995.513774;-0.012476;-0.036800;-0.998464;0.039506;0.072564;-0.027899;-3.061487
1600601995.533763;-0.013047;-0.040716;-0.998239;0.041128;0.080302;-0.029497;-3.058053
1600601995.553752;-0.013909;-0.043137;-0.998076;0.042309;0.085034;-0.031534;-3.055520
1600601995.573741;-0.014851;-0.043834;-0.998052;0.041832;0.086362;-0.033441;-3.056369
1600601995.593761;-0.015710;-0.043280;-0.998134;0.040116;0.085241;-0.034968;-3.059763
1600601995.613750;-0.016332;-0.042361;-0.998233;0.038334;0.083418;-0.035986;-3.063325
1600601995.633739;-0.016511;-0.041341;-0.998326;0.036923;0.081415;-0.036146;-3.066184
1600601995.653728;-0.016773;-0.040221;-0.998417;0.035566;0.079204;-0.036476;-3.068933
1600601995.673747;-0.017262;-0.039303;-0.998495;0.034122;0.077387;-0.037275;-3.071830
1600601995.693736;-0.017513;-0.039013;-0.998541;0.032985;0.076832;-0.037668;-3.074102
1600601995.713725;-0.017223;-0.039663;-0.998525;0.032842;0.078157;-0.037123;-3.074383
1600601995.733714;-0.016577;-0.041337;-0.998435;0.033833;0.081513;-0.036026;-3.072377
1600601995.753734;-0.016089;-0.043071;-0.998337;0.034768;0.084982;-0.035253;-3.070469
1600601995.773723;-0.016135;-0.043677;-0.998294;0.035240;0.086173;-0.035431;-3.069494
1600601995.793712;-0.016242;-0.043185;-0.998292;0.035833;0.085162;-0.035661;-3.068316
1600601995.813701;-0.015782;-0.042434;-0.998296;0.036820;0.083660;-0.034763;-3.066405
1600601995.833720;-0.014776;-0.042744;-0.998237;0.038430;0.084301;-0.032907;-3.063246
1600601995.853709;-0.013480;-0.044243;-0.998100;0.040710;0.087330;-0.030633;-3.058724
1600601995.873698;-0.010938;-0.045947;-0.997958;0.043002;0.090892;-0.025892;-3.054288
1600601995.893687;-0.007991;-0.048018;-0.997780;0.045451;0.095240;-0.020406;-3.049579
1600601995.913676;-0.007752;-0.049962;-0.997549;0.048378;0.099091;-0.020401;-3.043663
1600601995.933696;-0.008414;-0.049760;-0.997386;0.051717;0.098548;-0.022040;-3.036893
1600601995.953685;-0.008211;-0.047929;-0.997271;0.055549;0.094825;-0.021802;-3.029271
1600601995.973674;-0.008334;-0.045895;-0.997064;0.060722;0.090633;-0.022286;-3.018931
1600601995.993663;-0.009206;-0.044403;-0.996763;0.066379;0.087408;-0.024343;-3.007535
1600601996.013683;-0.009992;-0.042274;-0.996523;0.071100;0.082929;-0.026017;-2.998058
1600601996.033672;-0.009231;-0.039510;-0.996354;0.075051;0.077424;-0.024400;-2.990280
1600601996.053661;-0.007104;-0.038628;-0.996084;0.079208;0.075901;-0.020331;-2.982116
1600601996.073595;-0.005464;-0.040026;-0.995643;0.084047;0.078867;-0.017665;-2.972465
1600601996.093614;-0.005259;-0.042205;-0.995119;0.089052;0.083156;-0.018048;-2.962341
1600601996.113603;-0.005631;-0.043408;-0.994707;0.092959;0.085413;-0.019345;-2.954401
1600601996.133592;-0.005928;-0.043433;-0.994470;0.095441;0.085357;-0.020156;-2.949375
1600601996.153581;-0.006264;-0.043410;-0.994339;0.096776;0.085219;-0.020937;-2.946658
1600601996.173601;-0.006735;-0.043365;-0.994264;0.097531;0.085022;-0.021932;-2.945098
1600601996.193590;-0.006926;-0.042347;-0.994314;0.097460;0.082957;-0.022106;-2.945264
1600601996.213579;-0.006148;-0.039744;-0.994501;0.096697;0.077941;-0.019977;-2.946960
1600601996.233568;-0.004855;-0.037095;-0.994619;0.096611;0.072918;-0.016871;-2.947318
1600601996.253557;-0.003269;-0.036337;-0.994539;0.097777;0.071700;-0.013644;-2.945106
1600601996.273576;-0.001964;-0.037382;-0.994305;0.099783;0.074014;-0.011398;-2.941131
1600601996.293565;-0.001367;-0.038739;-0.994054;0.101755;0.076814;-0.010634;-2.937166
1600601996.313554;-0.000878;-0.039956;-0.993861;0.103169;0.079322;-0.010021;-2.934323
1600601996.333543;-0.000735;-0.040915;-0.993674;0.104577;0.081248;-0.010051;-2.931470
1600601996.353563;-0.000814;-0.041462;-0.993466;0.106329;0.082302;-0.010471;-2.927917
1600601996.373552;-0.000711;-0.041671;-0.993288;0.107901;0.082723;-0.010440;-2.924749
1600601996.393541;-0.000664;-0.041416;-0.993174;0.109036;0.082214;-0.010386;-2.922471
1600601996.413530;-0.000500;-0.040532;-0.993170;0.109409;0.080487;-0.009895;-2.921757
1600601996.433549;-0.000447;-0.039598;-0.993233;0.109181;0.078643;-0.009565;-2.922245
1600601996.453538;-0.000459;-0.039155;-0.993293;0.108790;0.077763;-0.009460;-2.923046
1600601996.473527;-0.000103;-0.039484;-0.993298;0.108625;0.078497;-0.008809;-2.923396
1600601996.493516;0.000369;-0.040494;-0.993235;0.108828;0.080608;-0.008107;-2.922998
1600601996.513536;0.000487;-0.041864;-0.993159;0.109010;0.083357;-0.008189;-2.922605
1600601996.533525;0.000234;-0.042896;-0.993186;0.108354;0.085363;-0.008863;-2.923879
1600601996.553514;-0.000327;-0.042962;-0.993366;0.106670;0.085389;-0.009851;-2.927226
1600601996.573503;-0.000870;-0.042293;-0.993635;0.104404;0.083965;-0.010598;-2.931770
1600601996.593492;-0.001914;-0.042300;-0.993851;0.102313;0.083787;-0.012505;-2.935900
1600601996.613512;-0.004924;-0.043082;-0.993933;0.101082;0.084747;-0.018566;-2.938104
1600601996.633501;-0.008355;-0.043141;-0.993922;0.100939;0.084170;-0.025410;-2.938103
1600601996.653490;-0.010799;-0.041521;-0.994009;0.100528;0.080460;-0.029917;-2.938805
1600601996.673479;-0.013054;-0.036126;-0.994360;0.098857;0.069318;-0.033190;-2.942258
1600601996.693498;-0.014054;-0.028872;-0.994875;0.095874;0.054782;-0.033556;-2.948530
1600601996.713487;-0.013326;-0.023902;-0.995269;0.093228;0.045108;-0.031019;-2.954096
1600601996.733476;-0.012619;-0.024312;-0.995182;0.094142;0.046031;-0.029729;-2.952274
1600601996.753465;-0.012556;-0.030355;-0.994660;0.097837;0.057962;-0.030975;-2.944601
1600601996.773485;-0.012436;-0.036851;-0.994053;0.101711;0.070794;-0.032307;-2.936519
1600601996.793474;-0.012435;-0.041847;-0.993621;0.103977;0.080661;-0.033530;-2.931709
1600601996.813463;-0.013559;-0.044818;-0.993442;0.104308;0.086327;-0.036434;-2.930792
1600601996.833452;-0.014876;-0.044617;-0.993626;0.102450;0.085722;-0.038857;-2.934438
1600601996.853441;-0.015256;-0.040400;-0.994172;0.098778;0.077393;-0.038439;-2.942041
1600601996.873460;-0.014587;-0.034346;-0.994824;0.094509;0.065627;-0.035599;-2.950991
1600601996.893449;-0.013491;-0.030248;-0.995273;0.091299;0.057778;-0.032438;-2.957703
1600601996.913438;-0.012791;-0.030177;-0.995362;0.090449;0.057792;-0.030979;-2.959454
1600601996.933427;-0.012616;-0.033256;-0.995216;0.090993;0.063941;-0.031232;-2.958239
1600601996.953447;-0.012653;-0.036569;-0.995061;0.091416;0.070521;-0.031951;-2.957240
1600601996.973436;-0.012601;-0.038336;-0.995000;0.091358;0.074054;-0.032175;-2.957279
1600601996.993425;-0.012190;-0.038338;-0.995035;0.091035;0.074144;-0.031331;-2.957960
1600601997.013414;-0.010943;-0.037421;-0.995119;0.090649;0.072556;-0.028643;-2.958868
1600601997.033433;-0.009867;-0.036614;-0.995213;0.090078;0.071160;-0.026305;-2.960126
1600601997.053422;-0.009619;-0.036449;-0.995287;0.089349;0.070895;-0.025728;-2.961615
1600601997.073375;-0.009667;-0.036962;-0.995332;0.088626;0.071928;-0.025866;-2.963047
1600601997.093364;-0.009508;-0.037090;-0.995371;0.088149;0.072223;-0.025537;-2.964014
1600601997.113384;-0.008887;-0.036575;-0.995424;0.087836;0.071314;-0.024182;-2.964707
1600601997.133373;-0.008151;-0.036808;-0.995425;0.087794;0.071910;-0.022750;-2.964834
1600601997.153362;-0.007817;-0.038484;-0.995317;0.088329;0.075297;-0.022425;-2.963722
1600601997.173351;-0.007641;-0.040647;-0.995195;0.088749;0.079632;-0.022496;-2.962811
1600601997.193340;-0.007301;-0.042632;-0.995146;0.088396;0.083656;-0.022148;-2.963476
1600601997.213360;-0.007209;-0.044016;-0.995139;0.087803;0.086446;-0.022163;-2.964626
1600601997.233349;-0.007073;-0.044651;-0.995150;0.087365;0.087746;-0.021965;-2.965496
1600601997.253338;-0.005946;-0.045026;-0.995174;0.086980;0.088700;-0.019745;-2.966356
1600601997.273327;-0.003500;-0.046765;-0.995152;0.086450;0.092603;-0.015118;-2.967585
1600601997.293346;-0.000739;-0.050678;-0.994973;0.086369;0.100889;-0.010278;-2.967897
1600601997.313335;0.001945;-0.055508;-0.994645;0.087154;0.110988;-0.005842;-2.966467
1600601997.333324;0.004342;-0.060207;-0.994257;0.088374;0.120784;-0.002021;-2.964168
1600601997.353313;0.005736;-0.062656;-0.994029;0.089148;0.125920;0.000235;-2.962719
1600601997.373333;0.006893;-0.061830;-0.994049;0.089418;0.124477;0.002667;-2.962335
1600601997.393322;0.008298;-0.059637;-0.994127;0.089923;0.120357;0.005816;-2.961526
1600601997.413311;0.009443;-0.058207;-0.994052;0.091563;0.117723;0.008170;-2.958370
1600601997.433300;0.009651;-0.057904;-0.993832;0.094089;0.117179;0.008345;-2.953299
1600601997.453319;0.009994;-0.058369;-0.993536;0.096845;0.118194;0.008614;-2.947766
1600601997.473308;0.010949;-0.059973;-0.993113;0.100045;0.121610;0.009820;-2.941390
1600601997.493297;0.012316;-0.063040;-0.992490;0.104101;0.128048;0.011416;-2.933312
1600601997.513286;0.012892;-0.066797;-0.991797;0.108216;0.135705;0.011219;-2.924993
1600601997.533275;0.012519;-0.069996;-0.991141;0.112174;0.142038;0.009205;-2.916854
1600601997.553295;0.011465;-0.071755;-0.990666;0.115332;0.145325;0.006231;-2.910253
1600601997.573284;0.010341;-0.071858;-0.990432;0.117362;0.145279;0.003657;-2.905968
1600601997.593273;0.009763;-0.071284;-0.990373;0.118260;0.144001;0.002503;-2.904080
1600601997.613262;0.009453;-0.070528;-0.990448;0.118110;0.142423;0.002087;-2.904363
1600601997.633281;0.009627;-0.069702;-0.990527;0.117920;0.140820;0.002659;-2.904800
1600601997.653270;0.010360;-0.069210;-0.990516;0.118241;0.140014;0.004198;-2.904266
1600601997.673259;0.011566;-0.069225;-0.990406;0.119039;0.140336;0.006493;-2.902813
1600601997.693249;0.012356;-0.069241;-0.990295;0.119866;0.140562;0.007952;-2.901242
1600601997.713268;0.012759;-0.069027;-0.990226;0.120523;0.140240;0.008716;-2.899972
1600601997.733257;0.012998;-0.068465;-0.990183;0.121162;0.139184;0.009239;-2.898720
1600601997.753246;0.013064;-0.068032;-0.990137;0.121775;0.138345;0.009390;-2.897497
1600601997.773235;0.012323;-0.068560;-0.990083;0.121995;0.139217;0.007749;-2.896936
1600601997.793255;0.011145;-0.069829;-0.990030;0.121819;0.141453;0.005105;-2.897094
1600601997.813244;0.010391;-0.071185;-0.990001;0.121334;0.143965;0.003334;-2.897930
1600601997.833233;0.009968;-0.072144;-0.990007;0.120756;0.145769;0.002337;-2.899013
1600601997.853222;0.009486;-0.072586;-0.990105;0.119719;0.146530;0.001420;-2.901034
1600601997.873211;0.009135;-0.072981;-0.990286;0.117998;0.147232;0.000880;-2.904464
1600601997.893230;0.009314;-0.073857;-0.990496;0.115654;0.149015;0.001383;-2.909222
1600601997.913219;0.009542;-0.075020;-0.990711;0.113016;0.151381;0.001973;-2.914574
1600601997.933208;0.008629;-0.075679;-0.990993;0.110136;0.152486;0.000438;-2.920260
1600601997.953197;0.006397;-0.074711;-0.991436;0.106920;0.150073;-0.003328;-2.926486
1600601997.973217;0.004705;-0.072089;-0.992021;0.103323;0.144502;-0.005622;-2.933625
1600601997.993206;0.005197;-0.069181;-0.992677;0.098893;0.138821;-0.003398;-2.942767
1600601998.013195;0.007092;-0.068174;-0.993182;0.094290;0.137185;0.001243;-2.952371
1600601998.033184;0.007733;-0.071061;-0.993298;0.090829;0.143062;0.002479;-2.959393
1600601998.053203;0.005728;-0.075666;-0.993176;0.088558;0.151898;-0.002048;-2.963575
1600601998.073165;0.003339;-0.078964;-0.993033;0.087399;0.158069;-0.007263;-2.965446
1600601998.093154;0.001574;-0.080849;-0.992947;0.086704;0.161531;-0.011038;-2.966502
1600601998.113143;-0.000436;-0.080956;-0.993001;0.085996;0.161404;-0.014986;-2.967608
1600601998.133163;-0.001020;-0.078960;-0.993321;0.084133;0.157343;-0.015505;-2.971375
1600601998.153152;0.000418;-0.075587;-0.993987;0.079220;0.150904;-0.011273;-2.981678
1600601998.173141;0.002479;-0.072293;-0.994676;0.073393;0.144684;-0.005741;-2.993872
1600601998.193130;0.004020;-0.071552;-0.994987;0.069743;0.143439;-0.002001;-3.001489
1600601998.213119;0.005459;-0.074225;-0.994858;0.068690;0.148987;0.000671;-3.003771
1600601998.233138;0.007176;-0.078419;-0.994511;0.068902;0.157618;0.003511;-3.003526
1600601998.253128;0.008269;-0.081649;-0.994226;0.069141;0.164236;0.005223;-3.003162
1600601998.273117;0.007705;-0.082733;-0.994187;0.068476;0.166326;0.004046;-3.004394
1600601998.293106;0.006435;-0.081938;-0.994343;0.067275;0.164557;0.001797;-3.006631
1600601998.313125;0.006137;-0.081348;-0.994441;0.066580;0.163334;0.001393;-3.008001
1600601998.333114;0.005650;-0.082322;-0.994383;0.066290;0.165218;0.000326;-3.008488
1600601998.353103;0.004172;-0.084180;-0.994238;0.066231;0.168742;-0.002896;-3.008314
1600601998.373092;0.002337;-0.085286;-0.994191;0.065607;0.170716;-0.006641;-3.009235
1600601998.393112;0.000960;-0.084886;-0.994347;0.063783;0.169749;-0.009049;-3.012706
1600601998.413101;0.000385;-0.083405;-0.994640;0.061105;0.166734;-0.009559;-3.018080
1600601998.433090;0.000424;-0.081485;-0.994979;0.058103;0.162920;-0.008740;-3.024218
1600601998.453079;0.000654;-0.079813;-0.995260;0.055562;0.159619;-0.007665;-3.029441
1600601998.473098;0.000853;-0.079160;-0.995396;0.054038;0.158344;-0.006945;-3.032572
1600601998.493087;0.000916;-0.079250;-0.995428;0.053299;0.158536;-0.006709;-3.034074
1600601998.513076;0.001178;-0.079397;-0.995427;0.053094;0.158860;-0.006164;-3.034527
1600601998.533065;0.001464;-0.079204;-0.995435;0.053229;0.158503;-0.005587;-3.034305
1600601998.553054;0.001570;-0.078468;-0.995476;0.053558;0.157038;-0.005345;-3.033673
1600601998.573074;0.001994;-0.077718;-0.995514;0.053922;0.155581;-0.004465;-3.033021
1600601998.593063;0.002558;-0.077104;-0.995536;0.054379;0.154410;-0.003331;-3.032197
1600601998.613052;0.002969;-0.076067;-0.995579;0.055023;0.152378;-0.002489;-3.030980
1600601998.633041;0.003134;-0.074646;-0.995643;0.055795;0.149548;-0.002112;-3.029474
1600601998.653060;0.003252;-0.073387;-0.995672;0.056933;0.147038;-0.001900;-3.027217
1600601998.673049;0.003401;-0.072424;-0.995645;0.058612;0.145125;-0.001735;-3.023866
1600601998.693038;0.004222;-0.071737;-0.995613;0.059930;0.143845;-0.000194;-3.021336
1600601998.713027;0.004864;-0.071727;-0.995575;0.060521;0.143903;0.001014;-3.020234
1600601998.733047;0.004831;-0.072459;-0.995532;0.060358;0.145366;0.000881;-3.020548
1600601998.753036;0.005084;-0.073540;-0.995491;0.059703;0.147559;0.001356;-3.021890
1600601998.773025;0.005185;-0.074664;-0.995475;0.058544;0.149820;0.001600;-3.024227
1600601998.793014;0.003581;-0.074360;-0.995597;0.056966;0.149024;-0.001357;-3.027181
1600601998.813034;0.001132;-0.071789;-0.995880;0.055396;0.143605;-0.005757;-3.030042
1600601998.833023;0.000086;-0.067518;-0.996237;0.054350;0.134946;-0.007234;-3.032101
1600601998.853012;0.000322;-0.063356;-0.996535;0.053882;0.126646;-0.006236;-3.033164
1600601998.873001;0.000357;-0.061026;-0.996670;0.054071;0.121986;-0.005932;-3.032833
1600601998.892990;-0.000420;-0.060360;-0.996676;0.054713;0.120566;-0.007496;-3.031459
1600601998.913009;-0.000602;-0.059417;-0.996687;0.055532;0.118651;-0.007855;-3.029807
1600601998.932998;0.000706;-0.058609;-0.996662;0.056837;0.117174;-0.005291;-3.027351
1600601998.952987;0.001823;-0.058679;-0.996568;0.058360;0.117438;-0.003237;-3.024413
1600601998.972976;0.002175;-0.059167;-0.996455;0.059763;0.118451;-0.002756;-3.021622
1600601998.992996;0.002536;-0.059137;-0.996400;0.060686;0.118432;-0.002139;-3.019806
1600601999.012985;0.002703;-0.058696;-0.996407;0.061004;0.117571;-0.001787;-3.019193
1600601999.032974;0.002285;-0.058399;-0.996447;0.060648;0.116926;-0.002547;-3.019865
1600601999.052963;0.001659;-0.059109;-0.996445;0.060014;0.118272;-0.003816;-3.021056
1600601999.072960;0.000984;-0.060825;-0.996375;0.059464;0.121625;-0.005313;-3.022051
1600601999.092949;0.000692;-0.062137;-0.996344;0.058628;0.124220;-0.005952;-3.023672
1600601999.112938;0.000915;-0.062884;-0.996379;0.057214;0.125748;-0.005416;-3.026534
1600601999.132927;0.001276;-0.063028;-0.996484;0.055195;0.126087;-0.004450;-3.030645
1600601999.152947;0.001868;-0.063159;-0.996576;0.053319;0.126421;-0.003037;-3.034497
1600601999.172936;0.002922;-0.063628;-0.996615;0.051982;0.127474;-0.000798;-3.037320
1600601999.192925;0.003937;-0.064716;-0.996613;0.050587;0.129756;0.001310;-3.040246
1600601999.212914;0.003673;-0.066568;-0.996576;0.048907;0.133436;0.000816;-3.043575
1600601999.232903;0.002410;-0.067375;-0.996620;0.046931;0.134930;-0.001534;-3.047379
1600601999.252922;0.001255;-0.067245;-0.996733;0.044714;0.134569;-0.003543;-3.051692
1600601999.272911;0.000659;-0.067046;-0.996845;0.042479;0.134127;-0.004421;-3.056121
1600601999.292900;0.000171;-0.066744;-0.996959;0.040222;0.133492;-0.005072;-3.060607
1600601999.312889;-0.000561;-0.066423;-0.997069;0.037965;0.132804;-0.006217;-3.065062
1600601999.332909;-0.001412;-0.066604;-0.997148;0.035472;0.133120;-0.007608;-3.069968
1600601999.352898;-0.002390;-0.067422;-0.997173;0.033073;0.134713;-0.009310;-3.074656
1600601999.372887;-0.003697;-0.068499;-0.997170;0.030755;0.136808;-0.011696;-3.079126
1600601999.392876;-0.005130;-0.069058;-0.997202;0.028146;0.137878;-0.014254;-3.084173
1600601999.412896;-0.006893;-0.068846;-0.997285;0.025212;0.137402;-0.017386;-3.089845
1600601999.432885;-0.008855;-0.068653;-0.997347;0.022531;0.136971;-0.020955;-3.094981
1600601999.452874;-0.010118;-0.069383;-0.997334;0.020214;0.138429;-0.023211;-3.099453
1600601999.472863;-0.011033;-0.071451;-0.997213;0.018395;0.142581;-0.024888;-3.102927
1600601999.492882;-0.012210;-0.074613;-0.996988;0.017260;0.148904;-0.027226;-3.104941
1600601999.512871;-0.013156;-0.079094;-0.996637;0.016902;0.157866;-0.029266;-3.105363
1600601999.532860;-0.014347;-0.083962;-0.996211;0.017561;0.167568;-0.031987;-3.103653
1600601999.552849;-0.018512;-0.088398;-0.995738;0.018680;0.176262;-0.040813;-3.100470
1600601999.572838;-0.023888;-0.089405;-0.995529;0.018919;0.178045;-0.051788;-3.098967
1600601999.592858;-0.026686;-0.082841;-0.996078;0.015932;0.164928;-0.056601;-3.104927
1600601999.612847;-0.024802;-0.070986;-0.997110;0.010822;0.141498;-0.051534;-3.116234
1600601999.632836;-0.021684;-0.060604;-0.997909;0.005932;0.120992;-0.044335;-3.127017
1600601999.652825;-0.019812;-0.056789;-0.998181;0.004128;0.113452;-0.040290;-3.131033
