timestamp;x (in radians/s);y (in radians/s);z (in radians/s)
1603186404.323767;-0.250855;-0.120934;-0.064967
1603186404.333746;-0.258458;-0.082095;-0.071666
1603186404.343756;-0.263088;-0.035548;-0.060138
1603186404.353765;-0.264245;0.011507;-0.025751
1603186404.363745;-0.249548;0.055457;0.008236
1603186404.373754;-0.226784;0.083908;0.027493
1603186404.383734;-0.200478;0.089083;0.029023
1603186404.393743;-0.177384;0.086312;0.021382
1603186404.403753;-0.162583;0.059492;0.012334
1603186404.413732;-0.159633;0.039944;0.008386
1603186404.423742;-0.157441;0.050580;0.014265
1603186404.433721;-0.148608;0.060892;0.034968
1603186404.443731;-0.137917;0.064941;0.060440
1603186404.453741;-0.119700;0.065912;0.078777
1603186404.463720;-0.108696;0.060360;0.085132
1603186404.473730;-0.112700;0.062491;0.076149
1603186404.483709;-0.123895;0.069604;0.050517
1603186404.493719;-0.145491;0.065741;0.018974
1603186404.503729;-0.160177;0.067007;-0.009095
1603186404.513708;-0.163448;0.061162;-0.023841
1603186404.523718;-0.154452;0.063279;-0.026722
1603186404.533697;-0.130353;0.088064;-0.012383
1603186404.543707;-0.103981;0.106642;0.003509
1603186404.553717;-0.083360;0.105617;0.011967
1603186404.563696;-0.072203;0.081951;0.004781
1603186404.573706;-0.068876;0.036157;-0.018393
1603186404.583685;-0.072254;-0.014152;-0.051599
1603186404.593695;-0.074925;-0.053154;-0.089187
1603186404.603704;-0.080372;-0.069449;-0.116208
1603186404.613684;-0.080163;-0.054022;-0.117077
1603186404.623693;-0.071850;-0.023771;-0.075044
1603186404.633673;-0.056477;0.007905;-0.011864
1603186404.643682;-0.037889;0.029433;0.049276
1603186404.653692;-0.032685;0.028746;0.085093
1603186404.663671;-0.044184;0.011442;0.081197
1603186404.673681;-0.080082;-0.008884;0.041845
1603186404.683660;-0.130582;-0.029247;-0.019106
1603186404.693670;-0.185306;-0.039602;-0.085887
1603186404.703680;-0.218882;-0.051320;-0.125151
1603186404.713659;-0.214133;-0.060582;-0.118869
1603186404.723669;-0.157485;-0.064722;-0.069920
1603186404.733648;-0.044051;-0.044037;0.019580
1603186404.743658;0.108991;-0.044882;0.117539
1603186404.753668;0.240616;-0.087635;0.176007
1603186404.763647;0.283078;-0.153089;0.150826
1603186404.773657;0.203401;-0.186874;0.049632
1603186404.783636;0.024553;-0.164052;-0.082937
1603186404.793646;-0.200258;-0.101604;-0.196305
1603186404.803656;-0.416832;-0.049359;-0.271780
1603186404.813635;-0.568327;0.033901;-0.292951
1603186404.823645;-0.614944;0.142663;-0.261678
1603186404.833573;-0.551456;0.188585;-0.191082
1603186404.843583;-0.392999;0.208853;-0.092675
1603186404.853592;-0.188186;0.172928;0.003814
1603186404.863572;0.046049;0.062483;0.065796
1603186404.873581;0.294175;-0.007794;0.105858
1603186404.883561;0.525259;-0.028440;0.127780
1603186404.893570;0.685629;-0.064635;0.125179
1603186404.903580;0.746810;-0.112305;0.094360
1603186404.913559;0.664744;-0.123172;0.042672
1603186404.923569;0.471692;-0.123378;-0.032942
1603186404.933548;0.219431;-0.088460;-0.100578
1603186404.943558;-0.004295;-0.012759;-0.140007
1603186404.953568;-0.147442;0.108908;-0.154028
1603186404.963547;-0.192976;0.191268;-0.147300
1603186404.973557;-0.151888;0.237942;-0.136887
1603186404.983536;-0.054492;0.241746;-0.133779
1603186404.993546;0.057504;0.194290;-0.149057
1603186405.003556;0.152447;0.139788;-0.185056
1603186405.013535;0.204620;0.095654;-0.238569
1603186405.023545;0.203640;0.066080;-0.292075
1603186405.033524;0.152497;0.068879;-0.318605
1603186405.043534;0.080129;0.090840;-0.299405
1603186405.053544;0.017759;0.126970;-0.237762
1603186405.063523;-0.012888;0.160879;-0.149062
1603186405.073533;-0.010107;0.172947;-0.056735
1603186405.083512;0.023368;0.163473;0.016040
1603186405.093522;0.072440;0.135049;0.061615
1603186405.103531;0.124148;0.091059;0.081977
1603186405.113511;0.164559;0.056233;0.081847
1603186405.123520;0.189699;0.032347;0.071215
1603186405.133500;0.181384;0.024185;0.048598
1603186405.143509;0.143163;0.017121;0.017948
1603186405.153519;0.078775;0.006326;-0.017569
1603186405.163498;0.015280;0.014499;-0.042676
1603186405.173508;-0.034926;0.026957;-0.046466
1603186405.183487;-0.057395;0.031210;-0.028762
1603186405.193497;-0.060598;0.030494;-0.006032
1603186405.203507;-0.046731;0.024720;0.008199
1603186405.213486;-0.032059;0.015643;0.003518
1603186405.223496;-0.009295;0.010350;-0.016324
1603186405.233475;0.005892;0.008848;-0.039849
1603186405.243485;0.010075;-0.003981;-0.061289
1603186405.253464;-0.002610;-0.015043;-0.068219
1603186405.263474;-0.023452;-0.011326;-0.057580
1603186405.273484;-0.033602;-0.004061;-0.028455
1603186405.283463;-0.021835;0.009334;0.017724
1603186405.293473;0.013048;0.023960;0.072988
1603186405.303452;0.065788;0.035002;0.120518
1603186405.313462;0.122653;0.016327;0.154636
1603186405.323472;0.175169;-0.021318;0.165479
1603186405.333451;0.207844;-0.075395;0.151985
1603186405.343461;0.199978;-0.134256;0.110023
1603186405.353440;0.150784;-0.175738;0.055525
1603186405.363450;0.077141;-0.184696;0.010163
1603186405.373459;-0.000219;-0.151976;-0.012560
1603186405.383439;-0.057645;-0.090073;0.001433
1603186405.393448;-0.083891;-0.010728;0.039270
1603186405.403428;-0.065179;0.074957;0.089960
1603186405.413437;0.001205;0.165052;0.143750
1603186405.423447;0.104825;0.222020;0.188281
1603186405.433426;0.212556;0.201899;0.204382
1603186405.443436;0.286851;0.103086;0.186106
1603186405.453415;0.298827;-0.047127;0.129156
1603186405.463425;0.233653;-0.174472;0.035064
1603186405.473435;0.109638;-0.211739;-0.056870
1603186405.483414;-0.029929;-0.177956;-0.108933
1603186405.493424;-0.147290;-0.120323;-0.093308
1603186405.503403;-0.218579;-0.070187;-0.022816
1603186405.513413;-0.233755;-0.038306;0.070388
1603186405.523423;-0.184894;-0.009862;0.155337
1603186405.533402;-0.071136;0.026612;0.217176
1603186405.543412;0.090043;0.022677;0.245074
1603186405.553391;0.260194;-0.010011;0.227469
1603186405.563401;0.390540;-0.016840;0.167031
1603186405.573410;0.448870;-0.040901;0.095825
1603186405.583390;0.434740;-0.076276;0.045300
1603186405.593399;0.370797;-0.090765;0.023270
1603186405.603379;0.286392;-0.094418;0.023885
1603186405.613389;0.199764;-0.097877;0.032159
1603186405.623398;0.146233;-0.101265;0.044110
1603186405.633378;0.131353;-0.071573;0.046650
1603186405.643387;0.119521;-0.066334;0.037346
1603186405.653367;0.074314;-0.093462;0.017781
1603186405.663376;-0.011722;-0.112935;-0.012257
1603186405.673386;-0.116119;-0.101385;-0.044608
1603186405.683365;-0.197642;-0.046731;-0.075094
1603186405.693375;-0.222483;0.027355;-0.085980
1603186405.703354;-0.181300;0.075571;-0.073488
1603186405.713364;-0.099577;0.093670;-0.041434
1603186405.723374;-0.002059;0.084628;0.006749
1603186405.733353;0.082925;0.073512;0.063293
1603186405.743363;0.134527;0.065747;0.107701
1603186405.753342;0.144098;0.055003;0.114814
1603186405.763352;0.106467;0.035966;0.082981
1603186405.773362;0.039701;0.019319;0.034674
1603186405.783341;-0.024800;0.019255;-0.004093
1603186405.793351;-0.077125;0.050285;-0.018343
1603186405.803330;-0.109194;0.087408;-0.015494
1603186405.813340;-0.123056;0.105814;0.001684
1603186405.823349;-0.125972;0.101628;0.020402
1603186405.833310;-0.117651;0.084381;0.038018
1603186405.843319;-0.107184;0.065457;0.044481
1603186405.853299;-0.100202;0.047607;0.034668
1603186405.863308;-0.093216;0.043119;0.013756
1603186405.873318;-0.093377;0.022882;-0.009219
1603186405.883297;-0.093307;-0.003267;-0.025151
1603186405.893307;-0.084551;-0.013521;-0.020716
1603186405.903287;-0.061227;-0.015582;0.009713
1603186405.913296;-0.029253;-0.018084;0.049156
1603186405.923306;0.006911;-0.016185;0.085576
1603186405.933285;0.036891;-0.013721;0.107710
1603186405.943295;0.044497;-0.027484;0.108275
1603186405.953274;0.021053;-0.044702;0.081637
1603186405.963284;-0.022177;-0.070616;0.030093
1603186405.973294;-0.065839;-0.069769;-0.041281
1603186405.983273;-0.100951;-0.046977;-0.109423
1603186405.993283;-0.104539;-0.027731;-0.156684
1603186406.003262;-0.077626;-0.024282;-0.168522
1603186406.013272;-0.021618;-0.011027;-0.147312
1603186406.023282;0.047117;-0.000726;-0.113111
1603186406.033261;0.097853;0.004820;-0.083810
1603186406.043271;0.114573;0.011749;-0.079409
1603186406.053250;0.083701;0.031337;-0.117114
1603186406.063260;0.013386;0.027086;-0.171454
1603186406.073269;-0.068029;-0.008411;-0.212446
1603186406.083249;-0.121224;-0.064853;-0.224911
1603186406.093258;-0.129126;-0.135041;-0.206799
1603186406.103238;-0.065952;-0.171460;-0.160182
1603186406.113247;0.067002;-0.174102;-0.084417
1603186406.123257;0.250211;-0.178507;0.010208
1603186406.133236;0.435651;-0.153249;0.089596
1603186406.143246;0.553028;-0.161091;0.121888
1603186406.153225;0.557184;-0.156190;0.089651
1603186406.163235;0.436561;-0.147258;-0.008160
1603186406.173245;0.242106;-0.115066;-0.133051
1603186406.183224;-0.007939;-0.091339;-0.253309
1603186406.193234;-0.286702;-0.109082;-0.345274
1603186406.203213;-0.531258;-0.113954;-0.399274
1603186406.213223;-0.663690;-0.079034;-0.402585
1603186406.223233;-0.666121;-0.022664;-0.366347
1603186406.233212;-0.531667;0.025676;-0.290736
1603186406.243222;-0.294305;0.069302;-0.174250
1603186406.253201;0.007408;0.106547;-0.027562
1603186406.263211;0.320751;0.160887;0.110378
1603186406.273221;0.580995;0.169470;0.203721
1603186406.283200;0.736865;0.110577;0.214872
1603186406.293210;0.743787;0.028737;0.139086
1603186406.303189;0.627150;-0.030746;0.008885
1603186406.313199;0.424859;-0.054102;-0.140519
1603186406.323208;0.159086;-0.047297;-0.264907
1603186406.333188;-0.109419;0.005577;-0.330216
1603186406.343197;-0.323373;0.083903;-0.332936
1603186406.353177;-0.443432;0.167492;-0.294133
1603186406.363186;-0.463105;0.226803;-0.246160
1603186406.373196;-0.399515;0.242267;-0.219599
1603186406.383175;-0.286867;0.216715;-0.222778
1603186406.393185;-0.159552;0.171637;-0.257724
1603186406.403164;-0.053765;0.160549;-0.307732
1603186406.413174;0.001314;0.161580;-0.350713
1603186406.423153;0.009702;0.140168;-0.365491
1603186406.433163;-0.009992;0.130592;-0.332245
1603186406.443173;-0.027666;0.134925;-0.257563
1603186406.453152;-0.041128;0.149314;-0.165767
1603186406.463162;-0.044908;0.162278;-0.079317
1603186406.473141;-0.038889;0.168176;-0.009042
1603186406.483151;-0.031354;0.154906;0.040167
1603186406.493161;-0.026379;0.119201;0.066200
1603186406.503140;-0.026458;0.066432;0.071407
1603186406.513150;-0.031081;0.016753;0.059214
1603186406.523129;-0.032426;0.005629;0.043872
1603186406.533139;-0.030162;0.029542;0.038394
1603186406.543149;-0.029811;0.073651;0.044706
1603186406.553128;-0.035626;0.118820;0.057118
1603186406.563138;-0.040747;0.141760;0.078546
1603186406.573117;-0.048943;0.142658;0.094565
1603186406.583127;-0.063250;0.125764;0.093996
1603186406.593136;-0.087552;0.102298;0.078444
1603186406.603116;-0.114037;0.088475;0.053947
1603186406.613125;-0.138934;0.083309;0.034290
1603186406.623105;-0.157947;0.086399;0.024102
1603186406.633114;-0.160830;0.088767;0.036837
1603186406.643124;-0.138355;0.091855;0.072065
1603186406.653103;-0.085919;0.105452;0.119831
1603186406.663113;-0.016050;0.094173;0.167688
1603186406.673092;0.064263;0.035955;0.207775
1603186406.683102;0.147163;-0.014880;0.237595
1603186406.693112;0.205786;-0.086246;0.253774
1603186406.703091;0.225387;-0.142472;0.253008
1603186406.713101;0.209944;-0.183820;0.232862
1603186406.723080;0.163597;-0.209152;0.197867
1603186406.733090;0.105576;-0.233250;0.160036
1603186406.743100;0.060586;-0.218269;0.132839
1603186406.753079;0.047001;-0.151673;0.126789
1603186406.763089;0.083836;-0.060846;0.149458
1603186406.773068;0.168434;-0.002062;0.197402
1603186406.783078;0.257584;-0.007612;0.240258
1603186406.793088;0.299047;-0.075854;0.266160
1603186406.803067;0.262179;-0.121781;0.262455
1603186406.813077;0.160911;-0.109561;0.232326
1603186406.823056;0.040760;-0.080489;0.191416
1603186406.833066;-0.046319;-0.036535;0.155546
1603186406.843020;-0.066412;-0.015693;0.146202
1603186406.853000;-0.022876;-0.001867;0.169304
1603186406.863009;0.057298;0.004241;0.207054
1603186406.872989;0.133028;-0.024509;0.231901
1603186406.882998;0.177906;-0.053731;0.233168
1603186406.893008;0.172143;-0.063010;0.214591
1603186406.902987;0.123498;-0.064218;0.180105
1603186406.912997;0.032841;-0.029624;0.124434
1603186406.922976;-0.081666;0.014164;0.058518
1603186406.932986;-0.186240;0.067815;0.000750
1603186406.942996;-0.247614;0.112932;-0.028186
1603186406.952975;-0.245370;0.143553;-0.022670
1603186406.962985;-0.179485;0.139570;0.008058
1603186406.972964;-0.078136;0.115954;0.049347
1603186406.982974;0.035572;0.090347;0.091308
1603186406.992984;0.132279;0.050596;0.125363
1603186407.002963;0.192743;-0.001474;0.148065
1603186407.012973;0.200702;-0.060209;0.141552
1603186407.022952;0.147514;-0.111622;0.106583
1603186407.032962;0.058278;-0.149862;0.049594
1603186407.042971;-0.047785;-0.143659;-0.015033
1603186407.052951;-0.157519;-0.118186;-0.078326
1603186407.062961;-0.256978;-0.092948;-0.125001
1603186407.072940;-0.326948;-0.075623;-0.144745
1603186407.082950;-0.349547;-0.064176;-0.127631
1603186407.092959;-0.325593;-0.055337;-0.079899
1603186407.102939;-0.262480;-0.038914;-0.012303
1603186407.112948;-0.171793;-0.016751;0.058875
1603186407.122928;-0.068944;0.015935;0.115724
1603186407.132937;0.024416;0.041559;0.141263
1603186407.142947;0.085277;0.029697;0.131092
1603186407.152926;0.098689;-0.009392;0.094876
1603186407.162936;0.059797;-0.050512;0.046055
1603186407.172915;-0.006214;-0.082216;-0.003864
1603186407.182925;-0.077853;-0.080530;-0.035828
1603186407.192935;-0.145895;-0.063234;-0.042525
1603186407.202914;-0.196980;-0.034387;-0.029231
1603186407.212924;-0.230155;0.004099;-0.007180
1603186407.222903;-0.237454;0.023986;0.017036
1603186407.232913;-0.218287;0.009467;0.036910
1603186407.242923;-0.185647;-0.034798;0.040809
1603186407.252902;-0.139143;-0.081149;0.025941
1603186407.262912;-0.095277;-0.103285;0.002513
1603186407.272891;-0.059951;-0.103297;-0.030686
1603186407.282901;-0.042120;-0.092858;-0.056919
1603186407.292910;-0.049707;-0.080124;-0.075368
1603186407.302890;-0.081205;-0.056431;-0.097982
1603186407.312899;-0.126399;-0.036857;-0.118109
1603186407.322879;-0.166081;-0.034834;-0.142988
1603186407.332888;-0.187081;-0.049221;-0.155632
1603186407.342898;-0.180001;-0.081157;-0.162915
1603186407.352878;-0.149693;-0.115784;-0.164872
1603186407.362887;-0.104856;-0.137761;-0.159326
1603186407.372867;-0.047055;-0.113663;-0.152640
1603186407.382876;0.013475;-0.055242;-0.144506
1603186407.392886;0.060133;-0.030757;-0.129206
1603186407.402865;0.091701;-0.049973;-0.100464
1603186407.412875;0.128880;-0.066950;-0.062208
1603186407.422854;0.172868;-0.057141;-0.011437
1603186407.432864;0.224818;-0.048997;0.047071
1603186407.442874;0.302680;-0.028958;0.114960
1603186407.452853;0.383666;-0.029786;0.178187
1603186407.462863;0.423306;-0.031485;0.225239
1603186407.472842;0.390567;-0.057433;0.238098
1603186407.482852;0.272925;-0.067642;0.195274
1603186407.492862;0.061479;-0.021644;0.084334
1603186407.502841;-0.240755;0.001558;-0.092845
1603186407.512851;-0.581351;0.050808;-0.295826
1603186407.522830;-0.880310;0.109423;-0.474140
1603186407.532840;-1.058865;0.182238;-0.577117
1603186407.542819;-1.075525;0.243774;-0.573868
1603186407.552829;-0.935629;0.254188;-0.477922
1603186407.562838;-0.673879;0.276324;-0.305614
1603186407.572818;-0.339648;0.269245;-0.070238
1603186407.582827;0.048436;0.201209;0.192516
1603186407.592807;0.440754;0.190410;0.403670
1603186407.602816;0.767790;0.190268;0.500507
1603186407.612826;0.979031;0.073824;0.479833
1603186407.622805;1.059468;-0.067377;0.360376
1603186407.632815;0.987952;-0.119194;0.166975
1603186407.642794;0.742918;-0.124780;-0.049471
1603186407.652804;0.399708;-0.116060;-0.215154
1603186407.662814;0.045015;-0.073864;-0.277902
1603186407.672793;-0.243318;0.035694;-0.263813
1603186407.682803;-0.423979;0.172612;-0.206906
1603186407.692782;-0.473599;0.262613;-0.141781
1603186407.702792;-0.408690;0.291850;-0.094326
1603186407.712802;-0.267211;0.253653;-0.094614
1603186407.722781;-0.100243;0.182770;-0.146508
1603186407.732791;0.058324;0.104441;-0.230439
1603186407.742770;0.182537;0.055321;-0.309212
1603186407.752780;0.264271;0.038730;-0.344545
1603186407.762790;0.298275;0.054835;-0.323424
1603186407.772769;0.285056;0.086400;-0.260116
1603186407.782779;0.232513;0.126486;-0.177431
1603186407.792758;0.147223;0.150006;-0.096308
1603186407.802768;0.046466;0.153097;-0.020981
1603186407.812777;-0.047981;0.129131;0.045897
1603186407.822757;-0.107764;0.105664;0.100416
1603186407.832766;-0.118494;0.093478;0.136193
1603186407.842720;-0.082004;0.083137;0.142838
1603186407.852729;-0.022181;0.077843;0.123702
1603186407.862739;0.043932;0.061597;0.093277
1603186407.872718;0.092582;0.029116;0.061850
1603186407.882728;0.112753;-0.000293;0.046248
1603186407.892707;0.104305;-0.009635;0.037857
1603186407.902717;0.068252;-0.012887;0.029327
1603186407.912727;0.020573;-0.001911;0.016630
1603186407.922706;-0.027970;0.026903;0.008935
1603186407.932716;-0.061609;0.057854;0.007368
1603186407.942695;-0.084679;0.081657;0.002943
1603186407.952705;-0.103438;0.084804;-0.008805
1603186407.962715;-0.111957;0.063020;-0.023308
1603186407.972694;-0.112478;0.033620;-0.027398
1603186407.982704;-0.094255;0.013266;-0.015668
1603186407.992683;-0.062836;-0.001178;0.013720
1603186408.002693;-0.025556;-0.034385;0.054562
1603186408.012703;0.016178;-0.057726;0.093515
1603186408.022681;0.063867;-0.100112;0.127767
1603186408.032691;0.113243;-0.112763;0.142476
1603186408.042670;0.148423;-0.104743;0.130725
1603186408.052680;0.149307;-0.077635;0.083448
1603186408.062690;0.105797;-0.047434;0.015358
1603186408.072670;0.030736;-0.039450;-0.053363
1603186408.082679;-0.046534;-0.066319;-0.096824
1603186408.092659;-0.097005;-0.084457;-0.106309
1603186408.102668;-0.098775;-0.065545;-0.082499
1603186408.112678;-0.048544;-0.016532;-0.031460
1603186408.122657;0.043101;0.057977;0.029950
1603186408.132667;0.167597;0.103329;0.096676
1603186408.142646;0.288259;0.114796;0.156004
1603186408.152656;0.335997;0.048127;0.178073
1603186408.162666;0.273270;-0.058055;0.150889
1603186408.172645;0.127682;-0.134710;0.089194
1603186408.182655;-0.063387;-0.160645;0.020914
1603186408.192634;-0.255899;-0.165881;-0.025728
1603186408.202644;-0.399742;-0.169978;-0.038118
1603186408.212654;-0.478944;-0.123921;-0.027943
1603186408.222633;-0.481788;-0.066356;-0.001998
1603186408.232643;-0.399627;-0.000655;0.041265
1603186408.242622;-0.240716;0.057126;0.117397
1603186408.252632;-0.033767;0.123164;0.197714
1603186408.262642;0.180528;0.146792;0.265348
1603186408.272621;0.364266;0.097731;0.309795
1603186408.282631;0.492522;0.007820;0.325439
1603186408.292610;0.560736;-0.050872;0.312403
1603186408.302620;0.559019;-0.106404;0.279239
1603186408.312629;0.489507;-0.113722;0.225256
1603186408.322608;0.346299;-0.102415;0.152610
1603186408.332618;0.142464;-0.091523;0.061537
1603186408.342597;-0.103475;-0.098644;-0.029226
1603186408.352607;-0.339251;-0.131460;-0.104593
1603186408.362617;-0.518291;-0.155363;-0.151937
1603186408.372596;-0.612562;-0.159042;-0.176135
1603186408.382606;-0.631823;-0.130852;-0.186117
1603186408.392585;-0.597076;-0.100600;-0.192213
1603186408.402595;-0.521233;-0.050174;-0.188129
1603186408.412605;-0.417164;-0.008384;-0.162050
1603186408.422584;-0.298664;0.034121;-0.107563
1603186408.432594;-0.174515;0.069270;-0.031751
1603186408.442573;-0.058530;0.085514;0.048262
1603186408.452583;0.032205;0.103097;0.111565
1603186408.462593;0.080020;0.086626;0.145699
1603186408.472572;0.079318;0.048223;0.150100
1603186408.482582;0.036842;0.021792;0.130879
1603186408.492561;-0.029175;0.017299;0.099100
1603186408.502571;-0.101046;0.035638;0.070342
1603186408.512581;-0.157303;0.070052;0.044806
1603186408.522560;-0.190550;0.092385;0.030822
1603186408.532570;-0.201434;0.091631;0.029269
1603186408.542549;-0.189770;0.095457;0.040195
1603186408.552559;-0.168232;0.087279;0.057637
1603186408.562567;-0.147951;0.072898;0.069087
1603186408.572548;-0.129234;0.059579;0.060522
1603186408.582556;-0.115614;0.032817;0.033993
1603186408.592537;-0.110030;0.004390;-0.010682
1603186408.602545;-0.109911;-0.015204;-0.056963
1603186408.612556;-0.113902;-0.041749;-0.098447
1603186408.622535;-0.115495;-0.062004;-0.114324
1603186408.632545;-0.105452;-0.082706;-0.104612
1603186408.642524;-0.083746;-0.103004;-0.071098
1603186408.652534;-0.047423;-0.106937;-0.022220
1603186408.662513;0.003384;-0.097741;0.022122
1603186408.672523;0.056957;-0.092010;0.048564
1603186408.682533;0.108694;-0.103850;0.044454
1603186408.692512;0.149392;-0.121458;0.014778
1603186408.702522;0.171003;-0.140889;-0.037060
1603186408.712501;0.169892;-0.152522;-0.093668
1603186408.722511;0.146978;-0.148910;-0.145154
1603186408.732521;0.109986;-0.125849;-0.184640
1603186408.742500;0.064565;-0.089298;-0.214409
1603186408.752510;0.024207;-0.040574;-0.232288
1603186408.762489;0.001883;0.010324;-0.233423
1603186408.772499;0.009941;0.059831;-0.220204
1603186408.782508;0.039779;0.081751;-0.199580
1603186408.792488;0.092525;0.070100;-0.177195
1603186408.802497;0.169348;0.047379;-0.157768
1603186408.812477;0.255952;0.018698;-0.138231
1603186408.822487;0.326846;-0.009257;-0.122925
1603186408.832496;0.357335;-0.001948;-0.126270
1603186408.842427;0.328014;-0.004936;-0.149007
1603186408.852436;0.238090;-0.016898;-0.183554
1603186408.862416;0.102398;-0.021084;-0.228976
1603186408.872425;-0.058025;0.003687;-0.270559
1603186408.882435;-0.210044;0.024865;-0.288469
1603186408.892414;-0.334027;0.042029;-0.289147
1603186408.902424;-0.392733;0.049219;-0.279421
1603186408.912403;-0.381839;0.048762;-0.260906
1603186408.922413;-0.303969;0.046957;-0.242202
1603186408.932423;-0.188709;-0.021346;-0.227334
1603186408.942402;-0.055162;-0.073586;-0.202907
1603186408.952412;0.084050;-0.085188;-0.159343
1603186408.962391;0.212144;-0.057038;-0.091277
1603186408.972401;0.311264;-0.002048;-0.016026
1603186408.982411;0.353110;0.027532;0.042549
1603186408.992390;0.330355;0.005727;0.056544
1603186409.002400;0.248893;-0.030516;0.028379
1603186409.012379;0.123639;-0.057266;-0.036926
1603186409.022389;-0.020196;-0.088069;-0.107224
1603186409.032398;-0.147184;-0.081213;-0.162367
1603186409.042378;-0.221660;-0.015596;-0.185305
1603186409.052387;-0.230760;0.075723;-0.171328
1603186409.062367;-0.192231;0.143041;-0.134973
1603186409.072376;-0.121453;0.141839;-0.093952
1603186409.082386;-0.051715;0.075756;-0.069028
1603186409.092365;-0.000584;0.000306;-0.067624
1603186409.102375;0.018120;-0.045500;-0.090718
1603186409.112355;-0.000878;-0.058906;-0.126209
1603186409.122364;-0.047259;-0.049748;-0.151164
1603186409.132374;-0.101967;-0.023492;-0.149780
1603186409.142353;-0.138866;0.008625;-0.118334
1603186409.152363;-0.147357;0.042760;-0.066043
1603186409.162342;-0.127659;0.070469;-0.012553
1603186409.172352;-0.085698;0.088770;0.030904
1603186409.182362;-0.038372;0.083507;0.060630
1603186409.192341;0.015937;0.063258;0.087551
1603186409.202351;0.064642;0.036419;0.109670
1603186409.212330;0.094239;0.018146;0.122090
1603186409.222340;0.095870;0.006147;0.118539
1603186409.232350;0.064195;-0.008722;0.096575
1603186409.242329;0.001132;-0.032578;0.064434
1603186409.252339;-0.079280;-0.043803;0.031186
1603186409.262318;-0.159059;-0.039084;-0.001496
1603186409.272328;-0.216641;-0.014383;-0.018891
1603186409.282337;-0.231468;0.022011;-0.021884
1603186409.292317;-0.204852;0.055194;-0.002180
1603186409.302326;-0.140251;0.083416;0.027376
1603186409.312306;-0.062700;0.093573;0.051576
1603186409.322315;0.004434;0.079133;0.053878
1603186409.332325;0.049717;0.082547;0.035107
1603186409.342304;0.064189;0.072099;-0.000822
1603186409.352314;0.051401;0.062809;-0.033952
1603186409.362293;0.027645;0.052524;-0.047544
1603186409.372303;0.001515;0.057824;-0.033368
1603186409.382313;-0.011075;0.081084;-0.001501
1603186409.392292;-0.006755;0.110194;0.039608
1603186409.402302;0.013559;0.131043;0.088094
1603186409.412281;0.044887;0.134830;0.134520
1603186409.422291;0.085776;0.104233;0.171593
1603186409.432301;0.137939;0.078359;0.193864
1603186409.442280;0.189751;0.046789;0.196204
1603186409.452290;0.218626;0.018704;0.178940
1603186409.462269;0.222894;0.023483;0.149321
1603186409.472279;0.203950;0.071450;0.114118
1603186409.482289;0.173829;0.146454;0.077222
1603186409.492268;0.141979;0.225179;0.045373
1603186409.502278;0.125866;0.293239;0.033554
1603186409.512257;0.142308;0.314246;0.042074
1603186409.522267;0.188931;0.293529;0.080728
1603186409.532276;0.234827;0.229591;0.113051
1603186409.542256;0.242880;0.097935;0.121582
1603186409.552265;0.208409;0.000526;0.096313
1603186409.562245;0.141270;-0.066248;0.051144
1603186409.572254;0.064262;-0.046365;0.004037
1603186409.582264;-0.006010;0.015431;-0.025840
1603186409.592243;-0.089789;0.098588;-0.050123
1603186409.602253;-0.197563;0.141099;-0.078030
1603186409.612232;-0.324527;0.142945;-0.114628
1603186409.622242;-0.424768;0.123516;-0.157817
1603186409.632252;-0.468069;0.072671;-0.193242
1603186409.642231;-0.453236;0.004622;-0.224988
1603186409.652241;-0.378731;-0.069977;-0.242409
1603186409.662220;-0.250187;-0.072552;-0.228254
1603186409.672230;-0.088313;-0.059632;-0.173494
1603186409.682240;0.067425;-0.054948;-0.090211
1603186409.692219;0.194408;-0.034642;0.005864
1603186409.702229;0.265077;-0.021513;0.080343
1603186409.712208;0.254094;-0.004527;0.117077
1603186409.722218;0.160809;-0.017536;0.118990
1603186409.732228;0.018605;-0.060156;0.099607
1603186409.742207;-0.133920;-0.109206;0.070384
1603186409.752217;-0.260175;-0.146935;0.042682
1603186409.762196;-0.323563;-0.165036;0.024944
1603186409.772206;-0.323018;-0.161614;0.007256
1603186409.782185;-0.276709;-0.136468;-0.009793
1603186409.792195;-0.212090;-0.106418;-0.022823
1603186409.802204;-0.142373;-0.066865;-0.018697
1603186409.812184;-0.071521;-0.007695;0.021214
1603186409.822193;0.004490;0.065660;0.085342
1603186409.832173;0.076779;0.133704;0.153488
1603186409.842152;0.133492;0.165669;0.195082
1603186409.852162;0.163583;0.150026;0.201982
1603186409.862141;0.164419;0.102158;0.183179
1603186409.872151;0.140062;0.049170;0.153244
1603186409.882130;0.094716;0.008713;0.115220
1603186409.892140;0.032507;-0.031229;0.066630
1603186409.902150;-0.046234;-0.065773;0.017802
1603186409.912129;-0.120227;-0.063170;-0.018713
1603186409.922139;-0.171757;-0.046720;-0.028157
1603186409.932118;-0.192942;-0.014202;-0.013319
1603186409.942128;-0.178665;0.024498;0.011569
1603186409.952138;-0.135999;0.043109;0.038919
1603186409.962117;-0.073806;0.053820;0.069051
1603186409.972127;-0.005368;0.045570;0.091880
1603186409.982106;0.053302;0.025750;0.098202
1603186409.992116;0.089473;-0.000740;0.088424
1603186410.002126;0.103144;-0.027456;0.069824
1603186410.012105;0.095258;-0.050072;0.046738
