timestamp;x (in radians/s);y (in radians/s);z (in radians/s)
1603186419.059530;0.176655;0.246492;0.498616
1603186419.069540;0.184122;0.235387;0.518885
1603186419.079550;0.167714;0.186318;0.529890
1603186419.089529;0.126238;0.115660;0.513979
1603186419.099539;0.067666;0.062565;0.476875
1603186419.109518;-0.004346;0.002797;0.425338
1603186419.119528;-0.086665;-0.031262;0.364013
1603186419.129538;-0.160801;-0.036086;0.305834
1603186419.139517;-0.220660;-0.029143;0.259303
1603186419.149527;-0.259164;-0.014505;0.239094
1603186419.159506;-0.271481;-0.015392;0.246153
1603186419.169516;-0.256321;0.008522;0.275712
1603186419.179524;-0.204625;0.044902;0.329233
1603186419.189504;-0.121998;0.085171;0.398186
1603186419.199513;-0.032327;0.107983;0.466515
1603186419.209493;0.041303;0.104426;0.530141
1603186419.219502;0.088505;0.084970;0.582207
1603186419.229512;0.098711;0.074443;0.619436
1603186419.239491;0.071091;0.072342;0.645478
1603186419.249501;0.013354;0.074621;0.665336
1603186419.259480;-0.055525;0.067600;0.685410
1603186419.269490;-0.128930;0.055334;0.703068
1603186419.279500;-0.190616;0.036144;0.721648
1603186419.289479;-0.231215;0.013344;0.750423
1603186419.299489;-0.245193;0.000907;0.787852
1603186419.309469;-0.227202;0.005047;0.827857
1603186419.319479;-0.192784;0.017106;0.860724
1603186419.329489;-0.156038;0.009154;0.884547
1603186419.339468;-0.118351;-0.013906;0.892589
1603186419.349478;-0.096775;-0.044279;0.885996
1603186419.359457;-0.089134;-0.083133;0.863572
1603186419.369467;-0.099027;-0.126079;0.827812
1603186419.379477;-0.120012;-0.157884;0.789510
1603186419.389456;-0.131056;-0.159629;0.769320
1603186419.399466;-0.118983;-0.125586;0.783416
1603186419.409445;-0.084336;-0.067816;0.826058
1603186419.419455;-0.025396;-0.022708;0.885819
1603186419.429463;0.042494;-0.000927;0.948157
1603186419.439444;0.115195;0.008448;0.998175
1603186419.449452;0.175270;0.014848;1.022515
1603186419.459433;0.208389;0.007279;1.019139
1603186419.469441;0.212182;0.009570;1.000060
1603186419.479451;0.192763;0.017568;0.973310
1603186419.489430;0.155224;0.027782;0.947932
1603186419.499440;0.099811;0.037404;0.919673
1603186419.509419;0.039540;0.045575;0.887853
1603186419.519429;-0.013004;0.055868;0.862527
1603186419.529439;-0.037851;0.074862;0.850239
1603186419.539418;-0.030376;0.097550;0.857221
1603186419.549428;0.005826;0.108611;0.873953
1603186419.559407;0.053874;0.107822;0.897331
1603186419.569417;0.103545;0.103027;0.928913
1603186419.579427;0.150324;0.105201;0.967362
1603186419.589406;0.184172;0.116694;1.012995
1603186419.599416;0.203601;0.133042;1.050785
1603186419.609396;0.216656;0.146910;1.076319
1603186419.619406;0.217809;0.148503;1.092829
1603186419.629416;0.198925;0.119600;1.094190
1603186419.639395;0.146363;0.071028;1.073589
1603186419.649405;0.050939;0.025453;1.033733
1603186419.659384;-0.063700;0.022982;0.984747
1603186419.669394;-0.167206;0.054738;0.944249
1603186419.679403;-0.235678;0.100588;0.923720
1603186419.689383;-0.252639;0.143002;0.930927
1603186419.699392;-0.221505;0.173746;0.952744
1603186419.709372;-0.154366;0.190682;0.985628
1603186419.719381;-0.068998;0.191841;1.023910
1603186419.729390;0.014636;0.175625;1.065298
1603186419.739369;0.084808;0.147467;1.108055
1603186419.749379;0.128008;0.109014;1.141282
1603186419.759358;0.138326;0.093103;1.167233
1603186419.769368;0.111424;0.073252;1.178184
1603186419.779378;0.056665;0.044627;1.171304
1603186419.789357;-0.023693;0.013712;1.147765
1603186419.799367;-0.125241;-0.025187;1.107380
1603186419.809346;-0.230508;-0.053447;1.067888
1603186419.819356;-0.322942;-0.058562;1.036150
1603186419.829366;-0.373792;-0.041213;1.021270
1603186419.839345;-0.373312;0.007142;1.017249
1603186419.849322;-0.320282;0.065504;1.019686
1603186419.859301;-0.238744;0.154579;1.022192
1603186419.869311;-0.153563;0.178406;1.039005
1603186419.879290;-0.066991;0.169898;1.079042
1603186419.889300;0.014664;0.195102;1.129435
1603186419.899310;0.079491;0.188239;1.175948
1603186419.909289;0.119467;0.202504;1.201130
1603186419.919299;0.131605;0.225477;1.194154
1603186419.929278;0.115664;0.236702;1.169669
1603186419.939288;0.069617;0.245258;1.127974
1603186419.949297;0.000940;0.248949;1.086135
1603186419.959277;-0.069051;0.253523;1.055860
1603186419.969286;-0.119939;0.275731;1.044297
1603186419.979266;-0.131924;0.326064;1.054737
1603186419.989275;-0.107436;0.369526;1.073688
1603186419.999285;-0.059711;0.381778;1.093412
1603186420.009264;-0.000410;0.364339;1.098940
1603186420.019274;0.053614;0.320281;1.091908
1603186420.029253;0.094286;0.276518;1.070994
1603186420.039263;0.107773;0.244165;1.044321
1603186420.049273;0.093753;0.228287;1.015234
1603186420.059252;0.058745;0.237490;0.997488
1603186420.069262;0.011974;0.277750;1.000491
1603186420.079241;-0.027080;0.322995;1.027377
1603186420.089251;-0.044065;0.353492;1.064970
1603186420.099261;-0.041020;0.377949;1.101914
1603186420.109240;-0.008472;0.386529;1.122755
1603186420.119250;0.038488;0.371599;1.127035
1603186420.129229;0.093541;0.341744;1.115641
1603186420.139239;0.138708;0.301804;1.088669
1603186420.149248;0.159697;0.278508;1.051702
1603186420.159228;0.149403;0.267974;1.011376
1603186420.169237;0.103630;0.269751;0.975144
1603186420.179217;0.031022;0.275510;0.945989
1603186420.189226;-0.052504;0.286374;0.917879
1603186420.199236;-0.123646;0.296625;0.890938
1603186420.209216;-0.173093;0.299392;0.864799
1603186420.219225;-0.187921;0.287874;0.845952
1603186420.229205;-0.179132;0.271665;0.835693
1603186420.239214;-0.148697;0.264411;0.839913
1603186420.249224;-0.107880;0.270480;0.852195
1603186420.259203;-0.072520;0.273916;0.861520
1603186420.269213;-0.064962;0.291289;0.847451
1603186420.279192;-0.097256;0.246835;0.817445
1603186420.289202;-0.166631;0.175056;0.782640
1603186420.299212;-0.245992;0.137065;0.752414
1603186420.309191;-0.311915;0.092412;0.732880
1603186420.319201;-0.333477;0.084034;0.727399
1603186420.329180;-0.309611;0.084192;0.738512
1603186420.339190;-0.249970;0.092247;0.755789
1603186420.349200;-0.176824;0.110352;0.771201
1603186420.359179;-0.130208;0.117445;0.770803
1603186420.369189;-0.109644;0.101915;0.749079
1603186420.379168;-0.106361;0.100272;0.727209
1603186420.389178;-0.121117;0.080251;0.700088
1603186420.399187;-0.146850;0.042236;0.673195
1603186420.409167;-0.166037;0.022725;0.656492
1603186420.419176;-0.167385;0.029598;0.638327
1603186420.429156;-0.137024;0.098278;0.635538
1603186420.439165;-0.090632;0.178855;0.644854
1603186420.449175;-0.032781;0.259724;0.668185
1603186420.459154;0.031427;0.306521;0.686763
1603186420.469164;0.085605;0.312605;0.710049
1603186420.479143;0.129504;0.285895;0.727413
1603186420.489153;0.155394;0.235847;0.724708
1603186420.499163;0.166395;0.176872;0.694013
1603186420.509142;0.168919;0.144837;0.640619
1603186420.519152;0.170429;0.134031;0.591036
1603186420.529131;0.169362;0.129744;0.555066
1603186420.539141;0.167120;0.133436;0.543522
1603186420.549151;0.164827;0.142485;0.545061
1603186420.559130;0.162181;0.153343;0.538294
1603186420.569140;0.144686;0.157973;0.508026
1603186420.579119;0.114449;0.145652;0.454281
1603186420.589129;0.076220;0.103555;0.379111
1603186420.599139;0.036708;0.044387;0.294140
1603186420.609118;0.021019;0.022828;0.226009
1603186420.619128;0.042227;0.029834;0.194891
1603186420.629107;0.093695;0.041097;0.206413
1603186420.639117;0.148978;0.035924;0.242281
1603186420.649126;0.211810;0.017536;0.286340
1603186420.659106;0.269654;0.013619;0.317294
1603186420.669115;0.309787;0.006755;0.325838
1603186420.679095;0.316674;-0.011440;0.304478
1603186420.689104;0.282585;-0.075101;0.256927
1603186420.699114;0.197517;-0.160580;0.189062
1603186420.709093;0.070860;-0.232469;0.108956
1603186420.719103;-0.060926;-0.241553;0.036506
1603186420.729082;-0.165383;-0.172684;-0.012748
1603186420.739092;-0.214724;-0.082425;-0.022315
1603186420.749102;-0.205217;0.008884;-0.003018
1603186420.759081;-0.170241;0.085901;0.042107
1603186420.769091;-0.105730;0.121264;0.117501
1603186420.779070;-0.041464;0.149930;0.190450
1603186420.789080;0.009605;0.124835;0.231849
1603186420.799090;0.036074;0.107531;0.227586
1603186420.809069;0.045215;0.090076;0.185757
1603186420.819079;0.037815;0.102290;0.134334
1603186420.829058;0.035144;0.131457;0.106450
1603186420.839068;0.063408;0.168062;0.120309
1603186420.849004;0.117288;0.184467;0.175302
1603186420.859014;0.181922;0.171571;0.253335
1603186420.869024;0.238082;0.121216;0.323550
1603186420.879003;0.266408;0.053238;0.371633
1603186420.889013;0.267527;-0.018733;0.388043
1603186420.898992;0.232311;-0.071382;0.373990
1603186420.909002;0.161940;-0.109438;0.330921
1603186420.919011;0.062575;-0.147787;0.259633
1603186420.928991;-0.048312;-0.178902;0.177825
1603186420.939000;-0.155438;-0.199683;0.102425
1603186420.948980;-0.239758;-0.219622;0.048833
1603186420.958989;-0.290345;-0.224646;0.023694
1603186420.968999;-0.294423;-0.211631;0.034553
1603186420.978978;-0.260367;-0.177821;0.071817
1603186420.988988;-0.191682;-0.135346;0.119092
1603186420.998967;-0.108937;-0.088702;0.163598
1603186421.008977;-0.019088;-0.052530;0.193326
1603186421.018987;0.053152;-0.037017;0.199051
1603186421.028966;0.100397;-0.052259;0.177783
1603186421.038976;0.101086;-0.094993;0.132261
1603186421.048955;0.062545;-0.134274;0.075355
1603186421.058965;-0.001990;-0.149605;0.032638
1603186421.068975;-0.071136;-0.120498;0.022083
1603186421.078954;-0.125294;-0.061669;0.045132
1603186421.088964;-0.156365;0.003386;0.094863
1603186421.098943;-0.166934;0.052159;0.135945
1603186421.108953;-0.161988;0.054942;0.153479
1603186421.118963;-0.161862;0.026053;0.133286
1603186421.128942;-0.163947;-0.016179;0.078837
1603186421.138952;-0.176416;-0.069004;0.009264
1603186421.148931;-0.200231;-0.128994;-0.057200
1603186421.158941;-0.225272;-0.165606;-0.105765
1603186421.168950;-0.253258;-0.165764;-0.124206
1603186421.178930;-0.278656;-0.144433;-0.119598
1603186421.188939;-0.300234;-0.102824;-0.107490
1603186421.198919;-0.302043;-0.041306;-0.094250
1603186421.208928;-0.278330;0.010772;-0.080521
1603186421.218938;-0.224904;0.033551;-0.063098
1603186421.228917;-0.146656;0.039551;-0.046715
1603186421.238927;-0.058221;0.036986;-0.037715
1603186421.248906;0.019771;0.014160;-0.041787
1603186421.258916;0.074061;-0.003891;-0.065618
1603186421.268926;0.104696;-0.020728;-0.098206
1603186421.278905;0.104505;-0.053876;-0.123002
1603186421.288915;0.071853;-0.078044;-0.135778
1603186421.298894;0.020197;-0.082879;-0.131992
1603186421.308904;-0.034131;-0.063596;-0.118574
1603186421.318914;-0.068289;-0.024286;-0.095072
1603186421.328893;-0.052127;0.014746;-0.063134
1603186421.338903;0.017910;0.039801;-0.020860
1603186421.348882;0.124387;0.059094;0.023481
1603186421.358892;0.218971;0.083982;0.055079
1603186421.368902;0.262018;0.056323;0.049426
1603186421.378881;0.236662;0.039211;-0.008745
1603186421.388891;0.160355;0.055072;-0.098789
1603186421.398870;0.056860;0.081518;-0.178435
1603186421.408880;-0.045840;0.118654;-0.228129
1603186421.418889;-0.123514;0.152189;-0.231504
1603186421.428869;-0.162382;0.173248;-0.199154
1603186421.438878;-0.173766;0.179267;-0.169788
1603186421.448858;-0.167849;0.154554;-0.169776
1603186421.458867;-0.173413;0.078574;-0.211666
1603186421.468877;-0.188603;-0.031599;-0.275582
1603186421.478856;-0.201542;-0.154819;-0.339495
1603186421.488866;-0.225129;-0.253815;-0.381185
1603186421.498845;-0.244036;-0.279346;-0.384952
1603186421.508855;-0.238009;-0.230781;-0.344834
1603186421.518865;-0.197172;-0.104774;-0.270363
1603186421.528844;-0.135323;0.019096;-0.176122
1603186421.538854;-0.054295;0.064327;-0.075930
1603186421.548833;0.039495;0.076704;0.015475
1603186421.558843;0.134780;0.084824;0.085385
1603186421.568853;0.196829;0.050339;0.105819
1603186421.578832;0.200544;-0.000735;0.071880
1603186421.588842;0.143820;0.001911;-0.009022
1603186421.598821;0.032346;-0.002732;-0.107315
1603186421.608831;-0.094850;0.015550;-0.183656
1603186421.618840;-0.212233;0.021995;-0.227358
1603186421.628820;-0.298619;0.044607;-0.244085
1603186421.638829;-0.341448;0.070801;-0.244119
1603186421.648809;-0.334806;0.116344;-0.231231
1603186421.658819;-0.293988;0.161034;-0.214005
1603186421.668828;-0.244646;0.150308;-0.198251
1603186421.678808;-0.209230;0.132698;-0.196138
1603186421.688817;-0.201145;0.105804;-0.202865
1603186421.698797;-0.207914;0.071707;-0.199900
1603186421.708806;-0.208349;0.046158;-0.179130
1603186421.718816;-0.192319;0.036286;-0.129464
1603186421.728795;-0.148185;0.035919;-0.070187
1603186421.738805;-0.087641;0.052628;-0.013267
1603186421.748784;-0.018700;0.063771;0.036347
1603186421.758794;0.048732;0.052250;0.082439
1603186421.768804;0.100279;0.023013;0.114345
1603186421.778783;0.128752;-0.016979;0.128812
1603186421.788793;0.135445;-0.055298;0.115756
1603186421.798772;0.122455;-0.071252;0.083834
1603186421.808782;0.099399;-0.072966;0.046443
1603186421.818761;0.081009;-0.069837;0.021887
1603186421.828771;0.081004;-0.053994;0.022959
1603186421.838781;0.103363;-0.013517;0.044758
1603186421.848720;0.141581;0.036924;0.071525
1603186421.858730;0.176398;0.080974;0.083972
1603186421.868709;0.196880;0.102831;0.073881
1603186421.878719;0.197365;0.099128;0.038886
1603186421.888728;0.179388;0.085574;-0.003629
1603186421.898708;0.152469;0.071516;-0.043774
1603186421.908717;0.125525;0.067998;-0.073480
1603186421.918697;0.105225;0.070754;-0.081545
1603186421.928706;0.097740;0.074780;-0.075067
1603186421.938716;0.104408;0.089076;-0.059630
1603186421.948695;0.123432;0.105916;-0.041902
1603186421.958705;0.143165;0.110446;-0.028435
1603186421.968685;0.174682;0.102881;-0.018082
1603186421.978694;0.206043;0.079477;-0.004271
1603186421.988704;0.235622;0.051562;0.002155
1603186421.998683;0.251039;0.011402;-0.002695
1603186422.008693;0.253235;-0.017060;-0.017786
1603186422.018672;0.241567;-0.032117;-0.036449
1603186422.028682;0.218849;-0.031145;-0.047133
1603186422.038692;0.197464;-0.005833;-0.047313
1603186422.048671;0.173151;0.039989;-0.033935
1603186422.058681;0.153181;0.031979;-0.012802
1603186422.068660;0.157539;0.045044;0.013693
1603186422.078670;0.188740;0.067230;0.034289
1603186422.088680;0.244224;0.076695;0.043830
1603186422.098659;0.320458;0.061907;0.051926
1603186422.108669;0.397234;0.035708;0.054913
1603186422.118648;0.442104;0.000070;0.044566
1603186422.128658;0.422854;-0.005646;0.007972
1603186422.138667;0.332935;0.040779;-0.036982
1603186422.148647;0.184232;0.114260;-0.061042
1603186422.158656;0.014482;0.161166;-0.053646
1603186422.168636;-0.144928;0.155441;-0.016383
1603186422.178645;-0.268813;0.106944;0.018896
1603186422.188655;-0.347583;0.051538;0.022827
1603186422.198634;-0.376145;0.030642;-0.011450
1603186422.208644;-0.357371;0.039584;-0.063629
1603186422.218623;-0.305682;0.052952;-0.099535
1603186422.228633;-0.238012;0.049528;-0.102885
1603186422.238643;-0.181045;0.018093;-0.071403
1603186422.248622;-0.109940;0.047623;0.012990
1603186422.258632;-0.024505;0.111261;0.151019
1603186422.268611;0.074586;0.176828;0.315223
1603186422.278621;0.169434;0.206436;0.460641
1603186422.288631;0.229536;0.165085;0.555137
1603186422.298610;0.242342;0.076916;0.580309
1603186422.308620;0.210105;-0.024239;0.538329
1603186422.318599;0.147769;-0.098678;0.446699
1603186422.328609;0.052606;-0.142620;0.330730
1603186422.338619;-0.057914;-0.170337;0.219054
1603186422.348598;-0.157457;-0.162929;0.141750
1603186422.358608;-0.225010;-0.117627;0.112910
1603186422.368587;-0.251448;-0.058186;0.127546
1603186422.378597;-0.234571;-0.016839;0.159661
1603186422.388606;-0.190700;0.010433;0.184765
1603186422.398586;-0.135302;0.026510;0.189416
1603186422.408595;-0.082249;0.080341;0.177477
1603186422.418575;-0.061405;0.113298;0.150332
1603186422.428584;-0.071187;0.095193;0.122852
1603186422.438594;-0.097556;0.076143;0.097133
1603186422.448573;-0.131076;0.027452;0.077295
1603186422.458583;-0.145144;-0.011385;0.062204
1603186422.468562;-0.140132;-0.039368;0.055063
1603186422.478572;-0.123813;-0.037821;0.059370
1603186422.488582;-0.112818;-0.009874;0.077695
1603186422.498561;-0.116339;0.023993;0.096512
1603186422.508571;-0.143924;0.043476;0.101737
1603186422.518550;-0.183416;0.072204;0.092108
1603186422.528560;-0.224278;0.058722;0.067650
1603186422.538570;-0.253566;0.027416;0.036315
1603186422.548549;-0.255194;-0.003275;0.005312
1603186422.558559;-0.224878;-0.019707;-0.014302
1603186422.568538;-0.167117;-0.007310;-0.012687
1603186422.578548;-0.096746;0.031254;0.002199
1603186422.588558;-0.026695;0.078143;0.021822
1603186422.598537;0.023047;0.094769;0.036749
1603186422.608547;0.046367;0.070583;0.046560
1603186422.618526;0.045944;0.028678;0.054034
1603186422.628536;0.035414;-0.017066;0.048623
1603186422.638545;0.021141;-0.048458;0.032317
1603186422.648525;0.018697;-0.067551;0.015579
1603186422.658534;0.034926;-0.093542;0.013063
1603186422.668514;0.070027;-0.116481;0.024673
1603186422.678523;0.107939;-0.120339;0.037852
1603186422.688533;0.132492;-0.121924;0.036039
1603186422.698512;0.131255;-0.121388;0.012245
1603186422.708522;0.103004;-0.119326;-0.025054
1603186422.718501;0.057614;-0.108723;-0.067136
1603186422.728511;0.013224;-0.067568;-0.100452
1603186422.738521;-0.005493;-0.003594;-0.111344
1603186422.748500;0.001482;0.064125;-0.103194
1603186422.758510;0.020119;0.098813;-0.093072
1603186422.768489;0.038158;0.112073;-0.090045
1603186422.778499;0.059446;0.117076;-0.092559
1603186422.788478;0.089022;0.107231;-0.086360
1603186422.798488;0.130758;0.085710;-0.070070
1603186422.808498;0.175138;0.051998;-0.041343
1603186422.818477;0.230803;0.052604;-0.001839
1603186422.828487;0.291633;0.085630;0.049876
1603186422.838466;0.336296;0.046692;0.103024
1603186422.848476;0.334500;0.022023;0.135972
1603186422.858468;0.270861;-0.033014;0.144629
1603186422.868447;0.151297;-0.054844;0.116943
1603186422.878457;0.003468;-0.049601;0.061222
1603186422.888436;-0.127015;-0.031982;-0.007529
1603186422.898446;-0.207370;-0.013190;-0.086295
1603186422.908455;-0.228268;0.008972;-0.162773
1603186422.918435;-0.207805;-0.007490;-0.218092
1603186422.928444;-0.175678;-0.037333;-0.259617
1603186422.938424;-0.142292;-0.068071;-0.281489
1603186422.948433;-0.102555;-0.090949;-0.277294
1603186422.958443;-0.040152;-0.062134;-0.248867
1603186422.968422;0.040743;-0.004115;-0.198331
1603186422.978432;0.123990;0.039126;-0.140027
1603186422.988411;0.185762;0.034100;-0.083285
1603186422.998421;0.197857;-0.025951;-0.046487
1603186423.008431;0.172014;-0.104667;-0.038434
1603186423.018410;0.098262;-0.139247;-0.063048
1603186423.028420;-0.018356;-0.168014;-0.121079
1603186423.038399;-0.156511;-0.145627;-0.186355
1603186423.048409;-0.275640;-0.081817;-0.224856
1603186423.058419;-0.352458;0.006911;-0.219810
1603186423.068398;-0.365090;0.086286;-0.174387
1603186423.078408;-0.326844;0.124835;-0.111071
1603186423.088387;-0.255982;0.113040;-0.056656
1603186423.098397;-0.183585;0.080871;-0.039495
1603186423.108406;-0.146437;0.108206;-0.061960
1603186423.118386;-0.156436;0.059352;-0.110150
1603186423.128396;-0.192469;0.046732;-0.160788
1603186423.138375;-0.224657;0.033670;-0.198951
1603186423.148385;-0.233127;-0.002591;-0.210172
1603186423.158394;-0.209408;-0.012490;-0.197981
1603186423.168374;-0.152925;0.007627;-0.156884
1603186423.178383;-0.080195;0.049311;-0.092892
1603186423.188363;-0.022200;0.083689;-0.014170
1603186423.198372;0.010133;0.087760;0.059202
1603186423.208382;-0.001413;0.076831;0.097274
1603186423.218361;-0.052537;0.026594;0.092350
1603186423.228371;-0.114669;-0.002170;0.053788
1603186423.238350;-0.159722;0.013431;-0.002478
1603186423.248360;-0.180573;0.023599;-0.054921
1603186423.258370;-0.168753;0.031285;-0.087804
1603186423.268349;-0.126920;0.021005;-0.093661
1603186423.278359;-0.071192;0.002078;-0.072749
1603186423.288338;-0.017002;-0.002138;-0.041467
1603186423.298348;0.024801;-0.000966;-0.013133
1603186423.308358;0.044872;0.012046;-0.000563
1603186423.318337;0.042509;0.034340;-0.007497
1603186423.328347;0.023997;0.053938;-0.020115
1603186423.338326;-0.002503;0.073937;-0.027301
1603186423.348336;-0.017544;0.086230;-0.016322
1603186423.358345;-0.017725;0.092494;0.003026
1603186423.368325;0.003040;0.094657;0.019811
1603186423.378334;0.041215;0.097598;0.021775
1603186423.388314;0.082756;0.100278;0.009102
1603186423.398323;0.118650;0.100684;-0.009751
1603186423.408333;0.140700;0.098110;-0.015656
1603186423.418313;0.153810;0.093448;-0.003711
1603186423.428322;0.153701;0.074702;0.028382
1603186423.438302;0.143686;0.047995;0.058569
1603186423.448311;0.114419;0.014467;0.063862
1603186423.458321;0.082235;-0.010784;0.032707
1603186423.468300;0.052450;-0.028931;-0.020987
1603186423.478310;0.036548;-0.044252;-0.074707
1603186423.488289;0.036518;-0.044948;-0.107080
1603186423.498299;0.039608;-0.040057;-0.122425
1603186423.508309;0.033584;-0.041110;-0.129089
1603186423.518288;0.017467;-0.011061;-0.131210
1603186423.528298;0.020895;0.096888;-0.109740
1603186423.538277;0.048940;0.182265;-0.056575
1603186423.548287;0.115594;0.278717;0.024580
1603186423.558297;0.215975;0.310662;0.128414
1603186423.568276;0.310693;0.295331;0.227757
1603186423.578286;0.366015;0.220495;0.280839
1603186423.588265;0.352413;0.116268;0.258594
1603186423.598275;0.262830;0.015678;0.168186
1603186423.608284;0.116467;-0.062588;0.045991
1603186423.618264;-0.059487;-0.108035;-0.056504
1603186423.628273;-0.215283;-0.114896;-0.097014
1603186423.638253;-0.325500;-0.093713;-0.077060
1603186423.648262;-0.385227;-0.056609;-0.023135
1603186423.658272;-0.402804;-0.042476;0.030881
1603186423.668251;-0.374299;-0.019078;0.071645
1603186423.678261;-0.298473;0.035333;0.091822
1603186423.688240;-0.164600;0.084256;0.108610
1603186423.698250;0.017973;0.118800;0.128716
1603186423.708229;0.199617;0.114917;0.149215
1603186423.718239;0.343172;0.071181;0.172146
1603186423.728249;0.425380;0.016515;0.195408
1603186423.738228;0.441240;-0.029968;0.220096
1603186423.748238;0.400336;-0.044110;0.239047
1603186423.758217;0.324760;-0.026525;0.247188
1603186423.768227;0.238578;0.001579;0.239876
1603186423.778237;0.156976;0.031121;0.208513
1603186423.788216;0.097229;0.040643;0.160520
1603186423.798226;0.056798;0.035564;0.098909
1603186423.808205;0.030010;0.009835;0.029834
1603186423.818215;0.007026;-0.024653;-0.037347
1603186423.828225;-0.015796;-0.044308;-0.088942
1603186423.838204;-0.032591;-0.033061;-0.112222
1603186423.848214;-0.040121;-0.008380;-0.106302
1603186423.858145;-0.034357;0.018220;-0.072648
1603186423.868155;-0.019907;0.040484;-0.016977
1603186423.878165;0.010860;0.057811;0.045521
1603186423.888144;0.045740;0.068546;0.099372
1603186423.898154;0.078454;0.060115;0.125328
1603186423.908134;0.086671;0.018402;0.123647
1603186423.918143;0.072545;-0.040011;0.093787
1603186423.928153;0.042018;-0.096252;0.054963
1603186423.938132;-0.010531;-0.115406;0.012612
1603186423.948142;-0.066674;-0.124001;-0.027595
1603186423.958121;-0.121934;-0.115589;-0.041899
1603186423.968131;-0.153109;-0.096530;-0.025652
1603186423.978141;-0.162158;-0.068076;0.018982
1603186423.988120;-0.149233;-0.042425;0.070510
1603186423.998130;-0.121496;-0.021099;0.114462
1603186424.008109;-0.095246;-0.020341;0.133942
1603186424.018119;-0.083090;-0.040647;0.119213
1603186424.028128;-0.089155;-0.067208;0.081188
1603186424.038107;-0.103038;-0.088199;0.027282
1603186424.048117;-0.123888;-0.097380;-0.030052
1603186424.058096;-0.146693;-0.097934;-0.075616
1603186424.068106;-0.153764;-0.084249;-0.091972
1603186424.078116;-0.143878;-0.052504;-0.074189
1603186424.088095;-0.114208;-0.017805;-0.029324
1603186424.098105;-0.063985;0.015469;0.038489
1603186424.108084;-0.003355;0.043492;0.105947
1603186424.118094;0.056238;0.045197;0.145586
1603186424.128103;0.099152;0.028114;0.141113
1603186424.138083;0.117257;-0.001466;0.094090
1603186424.148093;0.108318;-0.025549;0.024046
1603186424.158072;0.061566;-0.070377;-0.046585
1603186424.168082;-0.010624;-0.098728;-0.112454
1603186424.178092;-0.096259;-0.101787;-0.160179
1603186424.188071;-0.166305;-0.081308;-0.174739
1603186424.198081;-0.202160;-0.038854;-0.162372
1603186424.208060;-0.203060;0.008673;-0.135080
1603186424.218070;-0.173463;0.051129;-0.109947
1603186424.228080;-0.119125;0.086231;-0.086604
1603186424.238059;-0.048203;0.115468;-0.060557
1603186424.248069;0.027912;0.103489;-0.035106
1603186424.258048;0.092981;0.100969;-0.014565
1603186424.268058;0.143702;0.122695;0.011646
1603186424.278068;0.178639;0.134730;0.062444
1603186424.288047;0.203226;0.147774;0.143317
1603186424.298057;0.198211;0.281147;0.272855
1603186424.308036;0.221195;0.308915;0.445883
1603186424.318046;0.256379;0.306932;0.623121
1603186424.328056;0.268497;0.257962;0.738815
1603186424.338034;0.228314;0.185754;0.759626
1603186424.348044;0.143779;0.112147;0.673413
1603186424.358023;0.037467;0.089952;0.514703
1603186424.368033;-0.082295;0.070499;0.328872
1603186424.378042;-0.210318;0.016121;0.131497
1603186424.388022;-0.349372;-0.051744;-0.061906
1603186424.398031;-0.465567;-0.132606;-0.223387
1603186424.408011;-0.526471;-0.161076;-0.315553
1603186424.418020;-0.514508;-0.112915;-0.327528
1603186424.428030;-0.453141;-0.038621;-0.277201
1603186424.438010;-0.355604;0.016095;-0.194869
1603186424.448020;-0.224496;0.089088;-0.095464
1603186424.457999;-0.077648;0.108923;-0.007621
1603186424.468009;0.045910;0.068481;0.040653
1603186424.478019;0.112218;-0.041865;0.031128
1603186424.487998;0.109172;-0.166007;-0.031998
1603186424.498008;0.037095;-0.226401;-0.121517
1603186424.507987;-0.058680;-0.210299;-0.208599
1603186424.517997;-0.152504;-0.131506;-0.272764
1603186424.528007;-0.217453;-0.038856;-0.304592
1603186424.537986;-0.260473;0.023606;-0.311972
1603186424.547996;-0.273109;0.088191;-0.289367
1603186424.557975;-0.262653;0.105904;-0.238151
1603186424.567985;-0.217222;0.096780;-0.165837
1603186424.577995;-0.138849;0.096704;-0.100488
1603186424.587974;-0.060691;0.080975;-0.071964
1603186424.597984;-0.004547;0.061726;-0.086948
1603186424.607963;0.020127;0.054940;-0.126989
1603186424.617973;0.020720;0.052560;-0.160182
1603186424.627951;0.010302;0.058349;-0.162855
1603186424.637961;-0.000146;0.071635;-0.135782
1603186424.647970;0.000769;0.094197;-0.092706
1603186424.657950;0.004989;0.117692;-0.038245
1603186424.667959;0.011233;0.116394;0.016664
1603186424.677939;0.011792;0.106001;0.053793
1603186424.687948;0.001605;0.063421;0.066380
1603186424.697958;-0.019145;0.031775;0.054099
1603186424.707937;-0.037428;0.022786;0.030524
1603186424.717947;-0.046842;0.024076;0.009007
1603186424.727926;-0.050288;0.049910;0.007437
1603186424.737936;-0.056397;0.073234;0.014213
1603186424.747947;-0.055182;0.079547;0.020855
1603186424.757926;-0.054461;0.069875;0.012523
1603186424.767936;-0.055559;0.061721;-0.016199
1603186424.777915;-0.066667;0.015363;-0.062781
1603186424.787925;-0.080967;-0.025685;-0.112653
1603186424.797935;-0.106512;-0.064344;-0.154205
1603186424.807914;-0.128073;-0.115266;-0.181671
