timestamp;x (in G's);y (in G's);z (in G's)
0.0;117.625397;173.867004;-431.51474
0.009980201721191406;118.893387;173.803482;-431.692047
0.019959211349487305;118.827911;173.831757;-431.700928
0.029938220977783203;118.954269;174.047134;-431.732391
0.039948225021362305;118.452606;173.794296;-431.480835
0.0499272346496582;119.318161;174.246994;-431.725922
0.059906005859375;118.826859;173.919205;-431.502777
0.0698862075805664;118.817139;174.123993;-431.464996
0.0798652172088623;119.489395;174.401306;-431.446136
0.0898442268371582;118.403564;174.275436;-431.540894
0.0998542308807373;119.148895;174.093887;-431.706787
0.1098642349243164;118.572144;173.924286;-431.286621
0.1198430061340332;118.92218;173.783173;-431.575165
0.1298220157623291;119.463516;173.928787;-431.234924
0.139801025390625;119.093674;173.455856;-431.124115
0.1498110294342041;119.31337;173.610321;-431.559235
0.1597900390625;118.590851;173.108429;-431.614075
0.1698000431060791;118.940338;172.983368;-431.28125
0.179779052734375;119.302353;173.331573;-431.581879
0.1897590160369873;118.9384;172.933731;-431.436218
0.19976806640625;119.326035;172.706421;-432.082886
0.2097480297088623;118.213959;172.802383;-431.872498
0.2197270393371582;118.43161;172.915482;-431.861908
0.2297060489654541;119.063141;173.350784;-431.958435
0.23968505859375;118.845734;172.903183;-432.248474
0.2496650218963623;119.12381;173.278793;-432.137817
0.2596440315246582;118.30423;173.236679;-431.961914
0.2696230411529541;118.616928;173.050278;-432.125061
0.2796330451965332;118.000031;173.02919;-432.011871
0.2896120548248291;118.289383;173.107971;-432.27533
0.299591064453125;118.977524;173.110382;-432.595306
0.3095710277557373;118.720169;173.149582;-431.889496
0.319580078125;118.214325;172.859894;-432.169922
0.3295600414276123;118.745377;173.136169;-431.74942
0.3395390510559082;118.961395;172.914322;-432.463776
0.3495180606842041;118.624985;173.114563;-431.717712
0.3594970703125;118.552094;172.901016;-432.169037
0.3694770336151123;118.480209;172.9991;-432.160187
0.379486083984375;118.956223;173.117981;-431.895203
0.3894660472869873;118.566666;172.923996;-432.326477
0.3994450569152832;118.886642;173.119751;-431.997375
0.4094240665435791;118.13533;172.850266;-432.309814
0.419403076171875;118.925781;172.766403;-431.91925
0.4293830394744873;119.07576;172.632095;-431.937378
0.4393620491027832;118.527756;172.817291;-431.914612
0.4493720531463623;119.16188;172.816742;-431.922363
0.4593510627746582;118.079926;172.639694;-431.968445
0.4693300724029541;118.621994;173.002319;-432.339813
0.47930908203125;119.140503;173.112366;-432.552368
0.4892890453338623;118.242813;173.227463;-432.203827
0.499298095703125;118.921494;173.130859;-432.140625
0.5092780590057373;118.431152;173.073196;-432.331512
0.5192570686340332;118.216583;173.23616;-432.408539
0.5292360782623291;118.810562;173.426178;-432.608093
0.539215087890625;118.486084;173.129944;-432.570007
0.5492250919342041;118.682373;173.172256;-432.335144
0.5592041015625;118.987183;173.042557;-432.35141
0.5691840648651123;118.536041;173.141449;-432.42691
0.5791630744934082;118.934174;173.574539;-431.990784
0.5891420841217041;118.485184;173.343094;-432.448608
0.59912109375;118.945526;173.534546;-432.229065
0.6091010570526123;118.506516;173.315063;-432.609131
0.619110107421875;118.089432;173.258514;-432.59613
0.6290900707244873;118.900696;173.590393;-432.795807
0.6390690803527832;117.716919;173.493423;-432.642273
0.6490480899810791;118.482208;173.771164;-432.350037
0.659027099609375;117.998032;173.327209;-432.385681
0.6690070629119873;118.684143;173.453278;-432.587036
0.67901611328125;119.015442;173.588547;-432.616547
0.6889960765838623;117.635086;173.402298;-432.537415
0.6989750862121582;118.826721;173.281494;-432.417358
0.7089540958404541;118.258453;173.372528;-432.35437
0.71893310546875;117.54985;173.53273;-432.307404
0.7289130687713623;118.549103;173.604172;-432.542236
0.7388920783996582;118.228043;173.392258;-432.598328
0.7489020824432373;118.914429;173.714661;-432.591736
0.7588810920715332;118.41185;173.754456;-432.631012
0.7688601016998291;118.107269;173.585663;-432.380371
0.778839111328125;118.263519;173.84581;-432.757812
0.7888190746307373;118.014664;173.611298;-432.574738
0.7987980842590332;118.669144;173.820206;-432.487579
0.8087770938873291;118.32428;173.402908;-432.506897
0.8187870979309082;118.361435;173.240067;-432.469971
0.8287661075592041;118.116821;173.378815;-432.6297
0.8387451171875;118.679214;173.287323;-432.59082
0.8487250804901123;118.837158;173.268112;-432.586243
0.8587040901184082;118.316101;173.1651;-432.612427
0.8686830997467041;118.149353;173.227737;-432.779358
0.878662109375;117.996933;173.20813;-432.826355
0.8886721134185791;118.268234;173.089661;-432.72168
0.898618221282959;118.68576;173.443314;-432.378723
0.9085981845855713;118.001205;173.47963;-432.808777
0.9185771942138672;117.998581;173.587631;-432.746613
0.9285562038421631;118.003494;173.819321;-432.921753
0.938535213470459;118.014282;173.793427;-432.721069
0.9485452175140381;118.554291;173.846558;-432.703674
0.958524227142334;118.226822;174.036896;-432.745972
0.9685041904449463;118.150864;174.018372;-432.837341
0.9785130023956299;117.772736;173.955536;-433.115448
0.9884932041168213;118.322968;174.061356;-432.91449
0.9984722137451172;118.931839;174.238708;-432.583984
1.008451223373413;118.216171;174.083145;-432.969604
1.018430233001709;118.017105;173.990372;-432.612976
1.0284101963043213;118.785904;174.01091;-432.622986
1.0383892059326172;118.429276;173.946014;-432.658966
1.0483992099761963;118.99823;174.192017;-432.60199
1.0583782196044922;118.432648;174.146271;-432.773621
1.068357229232788;118.437637;174.121674;-432.759949
1.0783360004425049;118.689911;173.875488;-432.866516
1.0883162021636963;118.692612;174.11853;-432.887177
1.0983250141143799;118.672379;174.473206;-432.744324
1.1083052158355713;118.679489;174.150757;-432.694458
1.1182842254638672;117.838699;174.255005;-432.732971
1.128263235092163;118.652328;174.714127;-432.845032
1.1382420063018799;118.381439;174.597351;-432.759644
1.148252010345459;119.174225;174.91362;-432.707123
1.1582310199737549;118.463654;174.754288;-432.866089
1.1682112216949463;118.358719;174.985077;-432.537903
1.1781902313232422;118.66275;174.936279;-432.649292
1.1882002353668213;118.939056;174.940536;-432.640137
